class,percentage
15,0.000508635831381733
37,0.008716823630136986
4,0.19677062868369352
15,0.001518485915492958
37,0.111145
15,0.030540364583333333
4,0.00011397058823529411
4,0.1343316974595843
15,0.00020392416225749557
15,0.34986002604166666
37,0.11564700704225352
4,0.0178675518134715
15,0.0049055989583333326
4,0.6943181818181818
15,0.049387207031250005
4,0.034249705188679244
4,0.15341774004683842
4,0.05339338235294118
37,0.0758984375
4,0.19731147300469482
15,0.008533372365339579
4,0.05007720588235294
4,0.06843382352941177
4,0.08078531073446328
4,0.06418436629526462
15,0.026376953124999998
15,0.001097972972972973
37,0.01748554913294798
4,0.0958649320083682
4,0.1675177556818182
4,0.011748046875
4,0.11563970588235295
15,0.31084635416666667
15,2.1853146853146853e-05
15,0.0335663056206089
4,0.085009765625
4,0.0714921875
4,0.18463174882629108
37,0.000771484375
15,0.008061329039812647
4,0.11515661592505855
4,0.07367050438596491
4,0.12386067708333333
15,7.486979166666667e-05
15,0.14357421875
4,0.14591206395348838
4,0.15065066666666665
4,0.0032389322916666664
37,0.0028157552083333333
4,0.1628051470588235
15,0.001226963141025641
15,0.00025149700598802393
15,0.0006906077348066298
37,0.015998243559718968
37,0.1814453125
4,0.025628125
4,0.0839200477326969
4,0.053162202380952386
4,0.09855459601873537
37,0.0019255705394190872
4,0.09644455922865014
15,0.122119140625
15,0.04256642744243667
37,0.0023217710997442452
15,0.020328776041666666
15,0.013878242924528304
4,0.2736905809859155
15,0.0034087558962264154
4,0.18580994897959185
15,0.00026102941176470585
4,0.04246875
37,0.004072265625
15,0.036887470657276995
37,0.004834213615023474
15,0.1392887443438914
15,0.09885714285714287
37,0.011124121779859485
15,0.18579945958646618
37,0.00020833333333333332
15,0.0065973333333333335
4,0.031725702576112416
4,0.11950746487119437
4,0.05556966145833333
4,0.17347540983606557
4,0.11410303655660377
4,0.117060546875
15,0.03983477011494253
15,0.0002640845070422535
4,0.4987252747252748
37,0.005620481927710843
15,0.0007603236607142857
4,0.0071465163934426226
15,0.0006367096018735363
15,0.0013251133786848072
15,0.08510661764705882
15,0.05215669014084508
4,0.16132903981264637
15,0.04067109634551495
4,0.08061147836538461
4,0.0026147460937499998
4,0.13469532472613457
15,0.07014781491002571
4,0.2281467597932419
37,0.030340375586854464
4,0.10813151041666666
4,0.11980010121457489
4,0.1724092505854801
4,0.00048177083333333335
4,0.13686355064655173
4,0.06914438100961538
4,0.18868282710280374
37,0.0019986979166666664
15,0.023745768858800774
4,0.12005859375000001
15,0.003205
37,0.0009394369834710744
15,0.18623046875
37,0.0100390625
4,0.007172880116959064
15,0.14792317708333333
15,0.011654202279202278
15,0.10243340163934427
4,0.11188600948509486
15,0.0012441795890469477
4,0.14150367647058823
4,0.10692855046948357
15,0.0008509389671361502
4,0.2206454918032787
15,0.11280737704918034
4,0.027040441176470587
37,0.0033340669014084506
37,0.0015832585757614593
15,7.86493288590604e-05
15,0.00011393229166666667
15,0.023724264705882354
15,0.0013466042154566744
4,0.18255587318087318
15,0.007298177083333334
4,0.2890514705882353
4,0.10192610062893082
15,0.013897833723653396
4,0.052991536458333335
37,0.02147614168618267
15,0.04459459459459459
15,0.010403645833333332
15,0.07000584112149533
15,0.014676251956181533
15,0.16563558126410838
4,0.2179010306553911
15,0.01520220588235294
4,0.21659470140515222
15,0.00657958984375
4,0.05263020833333333
4,0.048841145833333335
4,0.1478003640776699
4,0.12755049765807963
4,0.11190073529411763
37,0.08206371191135733
37,0.002661764705882353
37,0.001220703125
15,0.0034537760416666666
37,0.018453776041666668
15,0.0035431338028169015
15,0.0016064110070257611
15,0.060578051643192486
4,0.12242022833723654
15,0.015247395833333333
15,0.03164519906323185
4,0.00273346018735363
15,0.15886393229166668
4,0.05138277582159625
37,0.14311458333333335
4,0.17513872663551402
15,0.005185158079625293
15,0.032933538732394366
4,0.21875667478320304
15,9.765625e-05
15,0.12377612229102167
15,0.0013574218750000001
37,0.003553884711779449
15,0.15060886150234742
37,0.003623046875
37,0.028414713541666664
4,0.2520930989583333
37,0.32194818501170963
15,0.0006017699115044248
37,0.18229817708333335
4,0.09755403037383178
15,0.00018229166666666667
15,0.11095460766423357
37,0.031023126463700233
37,0.018595744680851064
15,0.0007682291666666666
4,0.002474264705882353
4,0.03281575520833334
4,0.002393149882903981
37,0.003081088992974239
4,0.06178644613583138
15,0.004496000000000001
15,0.16711029411764705
15,0.023989417989417988
15,0.0023860677083333334
4,0.14320613866461618
4,0.13051007556675062
15,0.07925936768149883
4,0.022694493006993006
37,0.00474618544600939
4,0.13173415492957746
15,0.000419921875
15,0.08729917711598746
4,0.10636343676814988
15,0.2515074823943662
15,0.0018786764705882354
15,0.004158088235294117
15,0.007822265625
37,0.0009599999999999999
15,0.045941333333333334
37,0.0019367816091954025
15,0.01474609375
15,0.006770833333333333
37,0.006059718969555035
15,0.03905988023952096
15,0.08564330543933055
15,0.014547526041666667
37,0.005407157676348548
4,0.08305986147757256
15,6.310096153846154e-05
4,0.2021150468384075
37,0.0029264705882352943
15,0.036886029411764706
4,0.13846013434579438
15,0.0003605769230769231
4,0.1465914818548387
15,0.12149939903846155
4,0.21384
4,0.0005540074309978768
37,0.01022757430997877
15,0.049758489461358316
4,0.23795521653543306
15,0.0003631897993311037
15,0.0018451143451143452
15,0.0694672131147541
37,0.008776041666666666
4,0.006733021077283373
4,0.20620265151515152
37,0.09584635416666668
15,0.012027956674473067
4,0.2545847858565737
15,0.10303955078125
37,0.049627627627627624
37,0.0191484593837535
15,0.0028615339578454335
15,0.00778419384057971
4,0.10975922131147542
15,0.029527994791666668
15,0.005218091334894614
4,0.13097189695550351
4,0.14566964285714284
4,0.1880681818181818
4,0.17883489461358312
37,0.011533203124999999
37,0.0006989168618266978
15,0.36258396612149535
15,0.00022786458333333334
4,0.3503557805164319
15,0.0039257812500000005
15,0.1780152224824356
4,0.3597688802083333
4,0.3370096757322176
37,0.018479817708333336
15,0.00093994140625
15,0.012037760416666666
4,0.18631660997732427
37,0.0024869791666666664
37,0.00718014705882353
37,0.007289119804400978
37,0.010066544885177452
4,0.5310926522248243
4,0.0073124999999999996
37,0.009606119791666668
37,0.024471830985915495
15,0.09083039906103287
15,0.11772762345679014
37,0.03322599531615925
37,0.001064453125
15,0.00024088541666666667
37,0.02136067708333333
4,0.0028520742358078602
37,0.09605532786885246
4,0.05839192708333333
37,0.00155984268707483
4,0.23506675696594428
4,0.0009418402777777778
15,0.0028255208333333335
37,0.017747365339578453
4,0.09890441176470588
15,0.006161858974358975
4,0.15752551020408162
4,0.07839578454332553
15,0.0005562060889929743
15,0.10767710772833723
4,0.37986638434579434
4,0.23548741217798597
37,0.030405333333333336
15,0.1107137617370892
4,0.005748697916666667
37,0.13396266666666667
4,0.07589795694200352
37,0.002296290887850467
37,0.015097656249999999
4,0.14713190700808626
15,0.000618335308056872
4,0.066650390625
37,0.000478515625
37,0.24296141431924884
15,0.0013653333333333332
4,0.12731264637002343
37,0.02576291079812207
15,0.012835286458333334
4,0.090283203125
15,0.0007199999999999999
4,0.08552400468384075
15,0.010299479166666667
15,0.0340625
15,0.004602409638554217
4,0.16572265625
4,0.39729472347629796
15,0.025901192946058093
4,0.09659505208333333
4,0.08380882352941177
37,0.005020408163265306
4,0.16231889204545455
15,0.12311197916666668
4,0.4054373522458629
37,0.002018229166666667
37,0.0025342200413223143
37,0.09557894736842105
15,0.000126953125
15,0.024003906250000002
4,0.0006705729166666666
37,0.012789713541666668
37,0.11424479166666665
4,0.007681681681681682
15,0.09087239583333333
15,0.0013868559718969555
15,0.2216764705882353
4,0.1789906103286385
15,0.04823952095808383
4,0.06169921874999999
37,0.003238171728971963
15,0.1318359375
37,0.14209890463917524
4,0.024709302325581394
15,0.6426438376168224
4,0.1638506876227898
37,0.019033033033033032
4,0.0908628512880562
37,0.00534423828125
37,0.02697948619631902
4,0.10554354354354355
37,0.004551470588235294
15,0.000568704044117647
37,0.0016829427083333334
15,0.072607421875
15,0.20413602941176473
15,0.0012667932242990654
4,0.3817590206185567
4,0.006723151408450705
37,0.004613715277777778
4,0.6291544117647059
37,0.01322819086651054
37,0.0012368266978922716
37,0.010286153395784543
15,0.10043478260869565
37,0.044125000000000004
37,0.04871258802816901
15,0.0037760416666666663
15,0.027312646370023418
37,0.032198952879581154
4,0.03127934272300469
15,0.026956380208333335
15,0.1871816222570533
4,0.011621779859484777
37,0.0026236979166666665
4,0.05343830334190232
15,0.0694244384765625
37,0.015478515625
37,0.003216145833333333
4,0.05531323185011709
4,0.08451822916666667
37,0.004156901041666667
37,0.052764892578125
15,0.002198529411764706
4,0.01426693925233645
37,0.017896377672209026
37,0.07753580729166668
4,0.22837975543478262
37,0.19024632352941176
15,0.029507021360759493
4,0.20029834142394823
15,0.0006096670560747664
4,0.10264973958333334
4,0.01874064371257485
4,0.05231996487119438
15,0.049290364583333336
4,0.046362704918032786
15,0.011386029411764706
4,0.2919020784543326
15,0.04573107321131448
37,0.10179724178403755
15,0.0038449197860962567
37,0.004397786458333333
4,0.10614047897196262
15,0.0010170990566037736
37,0.0343359375
4,0.0018223468271334792
37,0.001123046875
15,0.011663543897216275
37,0.012975702576112413
4,0.1220115291262136
4,0.07977876752336449
15,0.0756623243559719
37,0.12449238578680204
4,0.007155956572769953
4,0.0384053738317757
37,0.06012514637002342
15,0.00699282786885246
15,0.006775919732441472
4,0.19767822265624999
37,0.0013911553524804177
37,0.003456
37,0.001168
4,0.04044894366197183
37,0.0006282552083333333
4,0.1111973067915691
4,0.15578161592505854
37,0.053603515625
37,0.0018338323353293412
4,0.04664977477477477
4,0.010086932376436413
15,0.000634765625
15,0.120660400390625
4,0.08818913755458516
37,0.06906666666666667
15,0.023880208333333333
4,0.14114194651741294
15,6.276427061310782e-05
4,0.13817708333333334
15,0.000504851083032491
4,0.011457113583138173
4,0.3154985736514523
15,0.016978260869565217
15,0.024200496495327104
15,0.034546582943925236
4,0.07359049479166667
37,0.022236328125
4,0.06577888257575758
37,0.143837890625
4,0.14792083333333333
15,0.0012181069958847736
4,0.009796754498714654
15,0.03202472144846797
15,0.026731220657276993
15,0.0769989013671875
37,0.1200887617370892
37,0.007108274647887323
15,0.08450882523148148
4,0.08869657494145199
15,0.021233723958333332
15,0.020465494791666667
4,0.020029296874999998
15,0.033602430555555556
37,0.0035294117647058825
15,0.2060510177453027
4,0.017209455503512883
15,0.18926021528998244
15,0.0026529947916666668
4,0.09383050351288055
15,0.03484669811320755
15,0.24045278056112226
37,0.02960333723653396
15,0.12166666666666666
4,0.020451551522248243
4,0.09532720588235294
4,0.22761509324009324
37,0.003003961267605634
4,0.09405755711775043
37,0.04537278106508876
15,0.09276315789473685
4,0.06689778645833333
4,0.10539388020833333
15,0.00012266666666666665
4,0.06717122395833333
4,0.1003355946882217
15,0.03462748829039813
4,0.021637369791666666
15,0.03692549765807963
37,0.0056940184049079755
15,0.0067346938775510205
4,0.18523793565683647
37,0.27392578125
15,0.3636156156156156
4,0.09031396370023419
37,0.005286458333333333
15,0.007289209905660378
15,0.002228156887755102
4,0.0941642060367454
4,0.14372918299373041
37,0.010530598958333333
4,0.0012215568862275449
4,0.12822265625
4,0.0902003502926225
37,0.004159278959810875
37,0.002552336165048544
4,0.2756769613583138
4,0.021179742388758784
4,0.2448963377723971
4,0.16830729166666666
15,0.005341796875000001
4,4.014989293361884e-05
4,0.08061477803738318
15,0.004934895833333333
4,0.26199218750000003
15,0.21670813817330212
15,0.0975177304964539
15,0.01850873161764706
4,0.11578776041666668
15,0.003301333333333333
15,0.006544194560669456
15,0.02302974947807933
4,0.008531526548672567
15,6.633254716981132e-05
37,0.004994652406417112
4,0.023221604215456673
4,0.1333614864864865
15,5.389221556886228e-05
15,0.010878951990632319
37,0.003607430875576037
15,0.010763005780346821
37,0.047343750000000004
15,0.102178955078125
37,0.031015625
4,0.022506510416666667
15,0.0002695221445221445
37,0.0020526315789473684
4,0.22998173701298702
15,0.0037669939577039276
15,0.21194196428571427
37,0.009781333333333335
4,0.03275341386554621
15,0.023595369170984457
15,0.0020540364583333335
37,0.0009038348946135831
15,0.003831931554524362
37,0.022311473004694833
4,0.006096311475409836
15,0.06413612565445026
15,0.0021816037735849056
4,0.27781575520833335
15,0.0008013758782201405
15,0.0349951171875
4,0.32919967723004695
4,0.10068684895833332
4,0.2860148879716981
15,0.2202978629976581
4,0.15253744834710742
4,0.34752634660421544
37,0.01606359649122807
4,0.10367567567567568
37,0.015987827715355805
4,0.06378554894179894
4,0.06302734374999999
4,0.3191037735849057
37,0.005133463541666666
37,0.008526182432432434
15,0.0011376953125
15,0.0005310173697270472
4,0.1503751456876457
4,0.24464824879227054
15,0.1424838992974239
4,0.01714904921700224
4,0.037851562500000005
37,0.009386666666666666
4,0.526035567915691
15,0.0004285497572815534
4,0.092041015625
4,0.0028286007025761124
15,0.01843164519906323
15,0.007556352459016394
15,0.00010239684466019418
37,0.0075619103773584915
37,0.0014453125
4,0.1713353207236842
4,0.20124414519906325
4,0.01947434747319407
37,0.059449869791666665
4,0.4502821180555555
37,0.06152018229166667
15,0.00020437956204379562
37,0.009873046875
15,0.0004776362559241706
4,0.0172265625
4,0.039706528103044494
4,0.05497110445205479
37,0.0014876302083333334
37,0.001424
37,0.11904733727810651
15,0.10532552083333332
15,0.07246907216494845
37,0.010172757475083056
15,0.02111653645833333
37,0.01226303317535545
4,0.2378924589201878
37,0.01834382318501171
15,0.05903971354166667
4,0.05857666015625
4,0.07194091796874999
15,0.0028322599531615924
4,0.206968896713615
37,0.005703125
15,0.1286328125
15,0.06612514602803739
15,0.029131736526946107
4,0.1587163348946136
4,0.17439033294392522
4,0.000498046875
15,0.0008126570351758794
15,0.014940720140515224
4,0.068544921875
15,0.0008756510416666667
4,0.012762451171875
37,0.0030013020833333333
4,0.07170749121265377
37,0.0007552083333333333
4,0.21062952898550727
4,0.16904137529137528
37,0.092841796875
15,0.11103264051522249
4,0.12652304292929292
37,0.02859036144578313
15,0.1777001953125
37,0.008134765625
37,0.011638554216867469
4,0.16202573529411765
4,0.11292317708333333
15,0.022291666666666664
4,0.0451701226635514
4,0.0658828125
4,0.10444078947368421
15,0.05568684895833333
15,0.024451112412177987
15,0.24387048192771082
15,0.0009212239583333334
37,0.006088
4,0.16431966145833335
37,0.0014690896739130435
15,0.005508907710280374
15,0.008115096830985916
4,0.0555859375
37,0.01550735294117647
37,0.023730538922155688
37,0.006981850117096018
37,0.05160984848484849
4,0.44084234022556396
15,0.007211538461538461
4,0.11745828454332552
15,0.10613411078717201
4,0.2933427230046948
4,0.0448116028708134
15,0.003466796875
37,0.007542348130841122
15,0.0003998523622047244
4,0.1366015625
4,0.015484118852459016
15,0.029547526041666668
37,0.06420997375328083
4,0.016632593457943927
4,0.014909638554216866
15,0.0766015625
37,0.02056315104166667
15,0.1428933823529412
15,0.000830078125
4,0.16451470588235295
4,0.07453527517564404
15,3.3967391304347826e-05
37,0.013807792207792208
37,0.005015105740181269
37,0.0020426666666666666
15,0.033801204819277106
4,0.0004147873711340206
15,0.0012443621134020618
4,0.2345614828209765
37,0.002109375
15,0.18741081621004568
4,0.08758138020833334
15,0.04079607664233577
37,0.014799468623481781
37,0.012916167664670658
15,0.009012917536534448
37,0.0029782863849765256
15,0.060635514018691584
4,0.0008676789587852495
37,0.012186762971698113
15,0.05036997885835095
15,0.003951951951951952
4,0.35291015625
4,0.01794596354166667
37,0.022345940420560748
37,0.0020041237113402064
4,0.014351288910505836
15,0.11583333333333334
4,0.12112851288056206
37,0.03289666276346605
37,0.03947696596244131
37,0.001949439858490566
15,0.09372035907859079
37,0.004507775821596244
4,0.09266544117647059
4,0.12730468749999999
15,0.0020418618266978923
4,0.18294027453271028
4,0.1255379865269461
4,0.13383037860576924
15,0.05493866666666667
15,0.0004549522673031026
15,0.10984405458089667
37,0.007252634660421546
37,0.125067615658363
4,0.11771355498721228
15,0.27251170960187354
4,0.06282688284518828
37,0.0005696614583333333
4,0.07933446652719665
15,0.020334375
4,0.062219903339191564
4,0.28367242388758784
37,0.004240534855769231
37,0.001056590257879656
15,0.16626953125000002
37,0.042015111502347414
15,0.022438524590163936
15,0.0030701112412177987
15,0.010756097560975609
4,0.07653508771929825
37,0.0022159754672897197
37,0.004272000000000001
15,0.0615625
15,0.18913513513513514
37,0.0013629415760869567
37,0.15966842723004696
15,0.0197957957957958
37,0.010660807291666666
4,0.08608717873831775
37,0.03365866666666667
37,0.005100911458333334
4,0.01639059763338887
15,0.007933255269320844
4,0.03836588541666667
4,0.12044516509433963
37,0.008502604166666667
15,0.044298887587822015
4,0.1526889534883721
4,0.09245892018779342
4,0.03321135831381733
4,0.10146738433935666
37,0.10166256157635467
15,0.070927734375
37,0.006253667840375588
15,0.0005935754189944134
15,0.0009604221635883905
4,0.021416015625
4,0.12761067708333335
15,0.00023111979166666666
4,0.2672570257611241
4,0.0733094262295082
15,0.21497668997668998
37,0.062441406250000005
37,0.07283854166666667
15,0.008127195550351287
4,0.1109043337264151
4,0.21222892300194932
37,0.00412012012012012
37,0.06442708333333333
4,0.216727511682243
4,0.08329804322429907
15,9.076763485477179e-05
15,0.0024586666666666667
37,0.012598128019323671
4,0.04976242690058479
4,0.055467091295116774
15,0.25018666666666667
37,0.0002305327868852459
15,0.0013939315352697096
15,0.04246044303797468
15,0.0022813967136150236
4,0.02421344354735358
4,0.02119357638888889
15,0.0010243055555555556
15,0.021271223653395784
15,0.17925936768149883
15,0.05542840375586855
15,0.00029342723004694836
4,0.1834485294117647
4,0.018356119791666667
4,0.008245442708333333
15,0.10615015015015015
37,0.033417585784313725
15,0.0016978922716627636
15,0.309837682038835
4,0.007850180868167203
15,0.0012586666666666666
15,0.496528
15,0.009466481264637002
15,0.0026085805084745763
37,0.0010319086651053863
15,0.10855532786885247
15,0.08250512295081967
4,0.03994117647058824
15,0.001650390625
4,0.2594578912466844
15,0.11470652810304449
15,0.0005653333333333334
15,0.038012500000000005
4,0.08748975409836066
15,0.014443359375000001
15,0.09119950234192038
37,0.08975374423963134
4,0.015063820422535212
15,0.0033821614583333334
15,0.03238914106145251
37,0.020422021028037383
4,0.021813151041666666
15,0.004530152224824356
37,0.0019786799065420564
4,0.25541151556776553
15,0.00302734375
4,0.05365435163551402
