step	Buildings_Loss_train	Buildings_Loss_val	Buildings_Lr_0_train	Buildings_F1_Score_train	Buildings_F1_Score_val	Buildings_Mean_IoU_train	Buildings_Mean_IoU_val	Buildings_Pixel_Accuracy_train	Buildings_Pixel_Accuracy_val	Buildings_Precision_train	Buildings_Precision_val	Buildings_Recall_train	Buildings_Recall_val	Buildings_Negative_F1_Score_train	Buildings_Negative_F1_Score_val	Buildings_Negative_Mean_IoU_train	Buildings_Negative_Mean_IoU_val	Buildings_Negative_Pixel_Accuracy_train	Buildings_Negative_Pixel_Accuracy_val	Buildings_Negative_Precision_train	Buildings_Negative_Precision_val	Buildings_Negative_Recall_train	Buildings_Negative_Recall_val	Road_Loss_train	Road_Loss_val	Road_Lr_0_train	Road_F1_Score_train	Road_F1_Score_val	Road_Mean_IoU_train	Road_Mean_IoU_val	Road_Pixel_Accuracy_train	Road_Pixel_Accuracy_val	Road_Precision_train	Road_Precision_val	Road_Recall_train	Road_Recall_val	Road_Negative_F1_Score_train	Road_Negative_F1_Score_val	Road_Negative_Mean_IoU_train	Road_Negative_Mean_IoU_val	Road_Negative_Pixel_Accuracy_train	Road_Negative_Pixel_Accuracy_val	Road_Negative_Precision_train	Road_Negative_Precision_val	Road_Negative_Recall_train	Road_Negative_Recall_val	Track_Loss_train	Track_Loss_val	Track_Lr_0_train	Track_F1_Score_train	Track_F1_Score_val	Track_Mean_IoU_train	Track_Mean_IoU_val	Track_Pixel_Accuracy_train	Track_Pixel_Accuracy_val	Track_Precision_train	Track_Precision_val	Track_Recall_train	Track_Recall_val	Track_Negative_F1_Score_train	Track_Negative_F1_Score_val	Track_Negative_Mean_IoU_train	Track_Negative_Mean_IoU_val	Track_Negative_Pixel_Accuracy_train	Track_Negative_Pixel_Accuracy_val	Track_Negative_Precision_train	Track_Negative_Precision_val	Track_Negative_Recall_train	Track_Negative_Recall_val	Trees_Loss_train	Trees_Loss_val	Trees_Lr_0_train	Trees_F1_Score_train	Trees_F1_Score_val	Trees_Mean_IoU_train	Trees_Mean_IoU_val	Trees_Pixel_Accuracy_train	Trees_Pixel_Accuracy_val	Trees_Precision_train	Trees_Precision_val	Trees_Recall_train	Trees_Recall_val	Trees_Negative_F1_Score_train	Trees_Negative_F1_Score_val	Trees_Negative_Mean_IoU_train	Trees_Negative_Mean_IoU_val	Trees_Negative_Pixel_Accuracy_train	Trees_Negative_Pixel_Accuracy_val	Trees_Negative_Precision_train	Trees_Negative_Precision_val	Trees_Negative_Recall_train	Trees_Negative_Recall_val	Crops_Loss_train	Crops_Loss_val	Crops_Lr_0_train	Crops_F1_Score_train	Crops_F1_Score_val	Crops_Mean_IoU_train	Crops_Mean_IoU_val	Crops_Pixel_Accuracy_train	Crops_Pixel_Accuracy_val	Crops_Precision_train	Crops_Precision_val	Crops_Recall_train	Crops_Recall_val	Crops_Negative_F1_Score_train	Crops_Negative_F1_Score_val	Crops_Negative_Mean_IoU_train	Crops_Negative_Mean_IoU_val	Crops_Negative_Pixel_Accuracy_train	Crops_Negative_Pixel_Accuracy_val	Crops_Negative_Precision_train	Crops_Negative_Precision_val	Crops_Negative_Recall_train	Crops_Negative_Recall_val	Waterway_Loss_train	Waterway_Loss_val	Waterway_Lr_0_train	Waterway_F1_Score_train	Waterway_F1_Score_val	Waterway_Mean_IoU_train	Waterway_Mean_IoU_val	Waterway_Pixel_Accuracy_train	Waterway_Pixel_Accuracy_val	Waterway_Precision_train	Waterway_Precision_val	Waterway_Recall_train	Waterway_Recall_val	Waterway_Negative_F1_Score_train	Waterway_Negative_F1_Score_val	Waterway_Negative_Mean_IoU_train	Waterway_Negative_Mean_IoU_val	Waterway_Negative_Pixel_Accuracy_train	Waterway_Negative_Pixel_Accuracy_val	Waterway_Negative_Precision_train	Waterway_Negative_Precision_val	Waterway_Negative_Recall_train	Waterway_Negative_Recall_val
0	0.7350687384605408		0.10000000149011612	0.0010420696344226599		0.0005213064723648131		0.7409501671791077		0.2433495819568634		0.0005221528117544949		0.003011808730661869		0.0015081755118444562		0.3299095332622528		0.5534582138061523		0.0015100128948688507		0.5102580189704895		0.10000000149011612	0.013546214438974857		0.006819295231252909		0.8265669941902161		0.16453169286251068		0.007063899654895067		0.004342586733400822		0.002176018198952079		0.2402275800704956		0.7330031991004944		0.002177744172513485		-0.2254628837108612		0.10000000149011612	0.015542586334049702		0.007832159288227558		0.8428459167480469		0.14721518754959106		0.008204392157495022		0.6590958833694458		0.49153098464012146		0.5499727129936218		0.802536129951477		0.5591559410095215		1.1122002601623535		0.10000000149011612	0.005259505473077297		0.0026366866659373045		0.5005130171775818		0.456359326839447		0.002644994528964162		0.0054004560224711895		0.0027075388934463263		0.5699761509895325		0.38199684023857117		0.0027194509748369455		0.6311222910881042		0.10000000149011612	0.008574877865612507		0.004305900074541569		0.5616230368614197		0.46795493364334106		0.004327083937823772		0.004530208185315132		0.0022702463902533054		0.5076932311058044		0.30818280577659607		0.0022818755824118853		0.6340646743774414		0.10000000149011612	0.003389658173546195		0.001697706407867372		0.8085904121398926		0.16979841887950897		0.0017119164112955332		0.012915288098156452		0.006499615963548422		0.2634548842906952		0.6917149424552917		0.006518498528748751	
1	0.16833466291427612	-1.3685219287872314		0.0	0.0	0.0	0.0	0.7398675084114075	0.7247015833854675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3316648602485657	0.27529844641685486	0.0	0.0	0.0	0.0	0.20230945944786072	-2.4546468257904053		0.0	0.0	0.0	0.0	0.8316696882247925	0.8284180760383606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.239301398396492	0.1715819388628006	0.0	0.0	0.0	0.0	0.7527289986610413	2.118410348892212		0.2498955875635147	0.18807730078697205	0.14278896152973175	0.10379984229803085	0.35551151633262634	0.10379984229803085	0.15196707844734192	0.10379984229803085	0.7027556300163269	1.0	0.8740678429603577	0.9452590346336365	0.7763059735298157	0.8962001800537109	0.7763081789016724	0.8962001800537109	0.7763415575027466	0.8962001800537109	0.9999409914016724	1.0	0.5596198439598083	1.2823894023895264		0.0	0.0	0.0	0.0	0.5001205205917358	0.7736025452613831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5707441568374634	0.22639742493629456	0.0	0.0	0.0	0.0	0.1134675070643425	-2.6922404766082764		0.0	0.0	0.0	0.0	0.5711857080459595	0.5204015970230103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5000314116477966	0.47959843277931213	0.0	0.0	0.0	0.0	-0.3139039874076843	-0.36958637833595276		0.0	0.0	0.0	0.0	0.8049600124359131	0.49481627345085144	0.0	0.0	0.0	0.0	0.6673281192779541	0.661385178565979	0.5007444620132446	0.4940817952156067	0.5908091068267822	0.4940817952156067	0.8261585831642151	0.49444493651390076	0.5597207546234131	0.9985156655311584
2	-0.04703085869550705		0.09875000268220901	0.0		0.0		0.7402560710906982		0.0		0.0		0.5676297545433044		0.39628705382347107		0.5078676342964172		0.6892298460006714		0.48250240087509155		0.061530180275440216		0.09875000268220901	0.0		0.0		0.8289259672164917		0.0		0.0		0.0		0.0		0.2425892949104309		0.0		0.0		0.2524228096008301		0.09875000268220901	0.2565922439098358		0.14717857539653778		0.23922111093997955		0.15069328248500824		0.8632065653800964		0.8741611838340759		0.7764531970024109		0.7764532566070557		0.7764536738395691		0.9999992251396179		0.2893001437187195		0.09875000268220901	0.0		0.0		0.5004815459251404		0.0		0.0		0.0		0.0		0.5698197484016418		0.0		0.0		0.054405417293310165		0.09875000268220901	0.0		0.0		0.5647624135017395		0.0		0.0		0.0		0.0		0.5055745840072632		0.0		0.0		-0.7689931988716125		0.09875000268220901	0.0		0.0		0.8072311282157898		0.0		0.0		0.5886215567588806		0.41705435514450073		0.5173550844192505		0.7908961176872253		0.46873965859413147	
3	0.7535897493362427	0.9534797072410583		0.0	0.0	0.0	0.0	0.7405739426612854	0.7221877574920654	0.0	0.0	0.0	0.0	0.8026303052902222	0.8386864066123962	0.67032790184021	0.7221877574920654	0.6704006791114807	0.7221877574920654	0.670379638671875	0.7221877574920654	0.9998849034309387	1.0	0.019617605954408646	-1.3017752170562744		0.0	0.0	0.0	0.0	0.8304769396781921	0.8282555341720581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24035611748695374	0.1717444509267807	0.0	0.0	0.0	0.0	0.10923141986131668	3.055497169494629		0.18715640902519226	0.19711874425411224	0.10323913395404816	0.10933540016412735	0.579093337059021	0.10935183614492416	0.13277746737003326	0.10933540016412735	0.31697216629981995	1.0	0.8746678829193115	0.9421720504760742	0.7772531509399414	0.8906666040420532	0.7772561311721802	0.8906666040420532	0.7772799134254456	0.8906666040420532	0.9999557137489319	1.0	0.1406252086162567	-2.4038705825805664		0.0	0.0	0.0	0.0	0.4999605417251587	0.7984694838523865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5702211260795593	0.20153048634529114	0.0	0.0	0.0	0.0	0.031328730285167694	1.1298059225082397		0.0	0.0	0.0	0.0	0.5511450171470642	0.5242077112197876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5200291275978088	0.4757922887802124	0.0	0.0	0.0	0.0	-0.7194172143936157	-0.9118095636367798		0.0	0.0	0.0	0.0	0.8085338473320007	0.4952734410762787	0.0	0.0	0.0	0.0	0.4310271441936493	0.0009242472588084638	0.27471932768821716	0.0004623372806236148	0.3400557339191437	0.48375844955444336	0.5912346839904785	0.011134544387459755	0.3391321301460266	0.0004821339389309287
4	-0.5528509020805359		0.05000000074505806	0.0		0.0		0.7411943674087524		0.0		0.0		0.7837361097335815		0.6443799734115601		0.6491380333900452		0.6675134301185608		0.9489627480506897		0.04803415760397911		0.05000000074505806	0.0		0.0		0.8319905400276184		0.0		0.0		0.0		0.0		0.2374201864004135		0.0		0.0		0.0832052230834961		0.05000000074505806	0.08064765483140945		0.042018160223960876		0.7333866357803345		0.08433215320110321		0.07727163285017014		0.8743520379066467		0.7767544388771057		0.7768251895904541		0.7775976657867432		0.9986059069633484		0.09022698551416397		0.05000000074505806	0.0		0.0		0.5018439292907715		0.0		0.0		0.0		0.0		0.5698472261428833		0.0		0.0		0.09892075508832932		0.05000000074505806	0.4386308193206787		0.28092703223228455		0.5203447341918945		0.4510299563407898		0.4268951714038849		0.3400144875049591		0.20482978224754333		0.4958723783493042		0.4730647802352905		0.2653767764568329		-0.8885617256164551		0.05000000074505806	0.0		0.0		0.8103224635124207		0.0		0.0		0.6339238286018372		0.4640471935272217		0.4998580813407898		0.6909592151641846		0.585586428642273	
5	0.850628137588501	1.2985271215438843		0.38857749104499817	0.40763652324676514	0.24113942682743073	0.25599464774131775	0.3466804325580597	0.3701287806034088	0.2562068700790405	0.2770100235939026	0.8039345145225525	0.7713940739631653	0.8037204146385193	0.836566150188446	0.6718500256538391	0.7190492153167725	0.6718780398368835	0.7190492153167725	0.6720097661018372	0.7190492153167725	0.9996463060379028	1.0	-0.06039711833000183	0.5322887301445007		0.0	0.0	0.0	0.0	0.8315133452415466	0.8296040892601013	0.0	0.0	0.0	0.0	0.17554616928100586	0.9068673253059387	0.09621847420930862	0.8296040892601013	0.2953304648399353	0.8296040892601013	0.793805718421936	0.8296040892601013	0.09868492186069489	1.0	0.07762032002210617	0.5383635759353638		0.07053206861019135	0.043308161199092865	0.03655518963932991	0.02213335782289505	0.7460908889770508	0.8704043030738831	0.07938653230667114	0.09460506588220596	0.06345459073781967	0.02808167226612568	0.8106004595756531	0.8209713697433472	0.6815207600593567	0.6963116526603699	0.6892108917236328	0.7040128707885742	0.7707352042198181	0.8956154584884644	0.8548146486282349	0.7578123211860657	0.07482688874006271	-1.1623107194900513		0.0	0.0	0.0	0.0	0.500868558883667	0.7828051447868347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5696282982826233	0.21719488501548767	0.0	0.0	0.0	0.0	0.2372773438692093	1.1050881147384644		0.5508219003677368	0.0	0.38009265065193176	0.0	0.5576342344284058	0.5144528150558472	0.4920682907104492	0.0	0.6255084872245789	0.0	0.45154449343681335	0.0	0.29160958528518677	0.0	0.4644169807434082	0.48554718494415283	0.45733579993247986	0.0	0.44589802622795105	0.0	-0.4400593340396881	1.581390619277954		0.0	0.0	0.0	0.0	0.8057709336280823	0.49385833740234375	0.0	0.0	0.0	0.0	0.6587040424346924	0.5929354429244995	0.4910952150821686	0.4213988780975342	0.5478623509407043	0.5682849287986755	0.7399440407752991	0.5548292398452759	0.593538224697113	0.6366620063781738
6	0.5934141874313354		0.02500000037252903	0.41386839747428894		0.2609294056892395		0.27140140533447266		0.2617816627025604		0.9876768589019775		0.8018631935119629		0.6692584753036499		0.6692584753036499		0.6692584753036499		1.0		0.6353159546852112		0.02500000037252903	0.0		0.0		0.8332222700119019		0.0		0.0		0.8550074100494385		0.7467361688613892		0.7502114772796631		0.7662866711616516		0.9669623970985413		0.027437880635261536		0.02500000037252903	0.0444963201880455		0.022754404693841934		0.7651500105857849		0.0581023283302784		0.036053549498319626		0.3806034028530121		0.23502792418003082		0.3280436098575592		0.6712872385978699		0.265594482421875		0.06495579332113266		0.02500000037252903	0.0		0.0		0.5005166530609131		0.0		0.0		0.0		0.0		0.5705039501190186		0.0		0.0		-0.02994663082063198		0.02500000037252903	0.5952181220054626		0.42370855808258057		0.51111900806427		0.4643155336380005		0.8289090394973755		0.6470017433166504		0.4781985282897949		0.5515074729919434		0.5301145315170288		0.8300153613090515		-0.029387081041932106		0.02500000037252903	0.0		0.0		0.8073781132698059		0.0		0.0		0.6382668018341064		0.46871650218963623		0.6070082783699036		0.9902684092521667		0.4708854854106903	
7	0.5155923366546631	0.9637171626091003		0.4151149094104767	0.4274311363697052	0.26192113757133484	0.27180442214012146	0.26845598220825195	0.28657668828964233	0.2625384032726288	0.27503466606140137	0.9911035299301147	0.9585790634155273	0.800175130367279	0.8386965990066528	0.66690993309021	0.7222028374671936	0.66690993309021	0.7222028374671936	0.66690993309021	0.7222028374671936	1.0	1.0	0.46393436193466187	0.7854624390602112		0.0	0.0	0.0	0.0	0.8300936818122864	0.8290570974349976	0.0	0.0	0.0	0.0	0.8515046238899231	0.7863744497299194	0.7414088249206543	0.6479547023773193	0.7445476055145264	0.6822125315666199	0.7617550492286682	0.8881877660751343	0.9652270674705505	0.7055023908615112	0.005528729408979416	5.178808689117432		0.052831970155239105	0.027103425934910774	0.02713272161781788	0.013737885281443596	0.7605649828910828	0.8814312219619751	0.06644400209188461	0.09559399634599686	0.043848879635334015	0.0157901793718338	0.1255432665348053	0.040164634585380554	0.06697580963373184	0.0204938817769289	0.2115209698677063	0.1210450679063797	0.4530704915523529	0.9045759439468384	0.07286716997623444	0.02053828351199627	0.06124047935009003	-1.0124748945236206		0.0	0.0	0.0	0.0	0.5010300874710083	0.7916892766952515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5700560808181763	0.20831073820590973	0.0	0.0	0.0	0.0	-0.057639822363853455	2.4539406299591064		0.6242720484733582	0.0	0.4537757635116577	0.0	0.5035303235054016	0.5277805328369141	0.4675910472869873	0.0	0.9388695359230042	0.0	0.6549615859985352	0.0	0.48694637417793274	0.0	0.5252940654754639	0.47221946716308594	0.5086792707443237	0.0	0.9193382859230042	0.0	-0.11506377905607224	0.8637794852256775		0.0	0.0	0.0	0.0	0.8073446750640869	0.5029810667037964	0.0	0.0	0.0	0.0	0.7307032346725464	0.25335100293159485	0.5756756663322449	0.14504975080490112	0.6865783333778381	0.5641686916351318	0.9947913289070129	0.9158633351325989	0.5774161219596863	0.14700867235660553
8	0.4653114676475525		0.024687500670552254	0.41466882824897766		0.26156607270240784		0.2649206519126892		0.26199647784233093		0.9937585592269897		0.8006160855293274		0.6675227284431458		0.6675227284431458		0.6675227284431458		1.0		0.32762840390205383		0.024687500670552254	0.0		0.0		0.8291017413139343		0.0		0.0		0.7740883231163025		0.6314389109611511		0.6515311002731323		0.7614511251449585		0.787152111530304		-0.5519192814826965		0.024687500670552254	0.07319258153438568		0.037986453622579575		0.7704200744628906		0.09382006525993347		0.0600006990134716		0.1506568044424057		0.08146503567695618		0.23616749048233032		0.5569950938224792		0.08710909634828568		0.08862193673849106		0.024687500670552254	0.0		0.0		0.4991135001182556		0.0		0.0		0.0		0.0		0.5722672343254089		0.0		0.0		-0.43513211607933044		0.024687500670552254	0.5124884247779846		0.34452736377716064		0.49919837713241577		0.45601513981819153		0.584926187992096		0.5352950096130371		0.36546269059181213		0.49858155846595764		0.4812172055244446		0.6030658483505249		-0.2230965942144394		0.024687500670552254	0.0		0.0		0.8083581328392029		0.0		0.0		0.764987587928772		0.6194168925285339		0.7113403081893921		0.9583778977394104		0.6365405917167664	
9	0.4140130281448364	0.9143721461296082		0.4117525815963745	0.4397048354148865	0.25924965739250183	0.2818087637424469	0.2613879442214966	0.28231915831565857	0.2595195472240448	0.28186744451522827	0.996004581451416	0.9992617964744568	0.802118718624115	0.8359799981117249	0.6696144938468933	0.7181835174560547	0.6696144938468933	0.7181835174560547	0.6696144938468933	0.7181835174560547	1.0	1.0	0.015011646784842014	0.3430049419403076		0.0	0.0	0.0	0.0	0.832565426826477	0.8263972401618958	0.0	0.0	0.0	0.0	0.005094865802675486	0.03040975145995617	0.002553938888013363	0.015439633280038834	0.23991385102272034	0.1837897151708603	0.7982141971588135	0.8304810523986816	0.002555588958784938	0.01548844575881958	1.7398512363433838	1.762596845626831		0.07805819064378738	0.14061668515205383	0.040614232420921326	0.07562544196844101	0.8056175112724304	0.7588773369789124	0.14000771939754486	0.11001557111740112	0.05411417409777641	0.19480109214782715	0.330239474773407	0.448982298374176	0.19777654111385345	0.2894759178161621	0.3468138575553894	0.33911529183387756	0.8137068152427673	0.8955495953559875	0.20715653896331787	0.2995908260345459	0.0633712112903595	-0.9826539754867554		0.0	0.0	0.0	0.0	0.500461995601654	0.7865303158760071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5709701180458069	0.21346965432167053	0.0	0.0	0.0	0.0	0.9570772647857666	1.0848398208618164		0.001491426839493215	0.00024498277343809605	0.0007462699431926012	0.0001225064042955637	0.5624669790267944	0.5529216527938843	0.235941082239151	0.44873046875	0.0007480778149329126	0.00012252484157215804	0.00042653849232010543	0.0002433518966427073	0.0002133147354470566	0.00012169075489509851	0.5076113343238831	0.4470783472061157	0.21150937676429749	0.55126953125	0.00021348451264202595	0.00012170281115686521	-0.44185250997543335	3.2530009746551514		0.0	0.0	0.0	0.0	0.8068671822547913	0.49864625930786133	0.0	0.0	0.0	0.0	0.82943195104599	0.05464741587638855	0.7085722088813782	0.02809126488864422	0.7829395532608032	0.5088236927986145	0.9828392863273621	0.6785098314285278	0.7174484133720398	0.02847020886838436
