Buildings_Loss_train	Buildings_Loss_val	Buildings_Lr_0_train	step	Buildings_F1_Score_train	Buildings_F1_Score_val	Buildings_Mean_IoU_train	Buildings_Mean_IoU_val	Buildings_Pixel_Accuracy_train	Buildings_Pixel_Accuracy_val	Buildings_Precision_train	Buildings_Precision_val	Buildings_Recall_train	Buildings_Recall_val	Buildings_Negative_F1_Score_train	Buildings_Negative_F1_Score_val	Buildings_Negative_Mean_IoU_train	Buildings_Negative_Mean_IoU_val	Buildings_Negative_Pixel_Accuracy_train	Buildings_Negative_Pixel_Accuracy_val	Buildings_Negative_Precision_train	Buildings_Negative_Precision_val	Buildings_Negative_Recall_train	Buildings_Negative_Recall_val	Misc_Loss_train	Misc_Loss_val	Misc_Lr_0_train	Misc_F1_Score_train	Misc_F1_Score_val	Misc_Mean_IoU_train	Misc_Mean_IoU_val	Misc_Pixel_Accuracy_train	Misc_Pixel_Accuracy_val	Misc_Precision_train	Misc_Precision_val	Misc_Recall_train	Misc_Recall_val	Misc_Negative_F1_Score_train	Misc_Negative_F1_Score_val	Misc_Negative_Mean_IoU_train	Misc_Negative_Mean_IoU_val	Misc_Negative_Pixel_Accuracy_train	Misc_Negative_Pixel_Accuracy_val	Misc_Negative_Precision_train	Misc_Negative_Precision_val	Misc_Negative_Recall_train	Misc_Negative_Recall_val	Road_Loss_train	Road_Loss_val	Road_Lr_0_train	Road_F1_Score_train	Road_F1_Score_val	Road_Mean_IoU_train	Road_Mean_IoU_val	Road_Pixel_Accuracy_train	Road_Pixel_Accuracy_val	Road_Precision_train	Road_Precision_val	Road_Recall_train	Road_Recall_val	Road_Negative_F1_Score_train	Road_Negative_F1_Score_val	Road_Negative_Mean_IoU_train	Road_Negative_Mean_IoU_val	Road_Negative_Pixel_Accuracy_train	Road_Negative_Pixel_Accuracy_val	Road_Negative_Precision_train	Road_Negative_Precision_val	Road_Negative_Recall_train	Road_Negative_Recall_val	Track_Loss_train	Track_Loss_val	Track_Lr_0_train	Track_F1_Score_train	Track_F1_Score_val	Track_Mean_IoU_train	Track_Mean_IoU_val	Track_Pixel_Accuracy_train	Track_Pixel_Accuracy_val	Track_Precision_train	Track_Precision_val	Track_Recall_train	Track_Recall_val	Track_Negative_F1_Score_train	Track_Negative_F1_Score_val	Track_Negative_Mean_IoU_train	Track_Negative_Mean_IoU_val	Track_Negative_Pixel_Accuracy_train	Track_Negative_Pixel_Accuracy_val	Track_Negative_Precision_train	Track_Negative_Precision_val	Track_Negative_Recall_train	Track_Negative_Recall_val	Trees_Loss_train	Trees_Loss_val	Trees_Lr_0_train	Trees_F1_Score_train	Trees_F1_Score_val	Trees_Mean_IoU_train	Trees_Mean_IoU_val	Trees_Pixel_Accuracy_train	Trees_Pixel_Accuracy_val	Trees_Precision_train	Trees_Precision_val	Trees_Recall_train	Trees_Recall_val	Trees_Negative_F1_Score_train	Trees_Negative_F1_Score_val	Trees_Negative_Mean_IoU_train	Trees_Negative_Mean_IoU_val	Trees_Negative_Pixel_Accuracy_train	Trees_Negative_Pixel_Accuracy_val	Trees_Negative_Precision_train	Trees_Negative_Precision_val	Trees_Negative_Recall_train	Trees_Negative_Recall_val
0.6895632743835449		0.10000000149011612	1	0.0052354056388139725		0.0026245731860399246		0.739598274230957		0.22833703458309174		0.0026480606757104397		0.006012734025716782		0.003015432506799698		0.33011817932128906		0.6621390581130981		0.003020079340785742		0.7623780369758606		0.10000000149011612	0.04160792753100395		0.021245963871479034		0.9142385125160217		0.05555405840277672		0.033258747309446335		0.006211815867573023		0.00311558460816741		0.1291847676038742		0.7930371165275574		0.003118119901046157		0.6452574729919434		0.10000000149011612	0.03202104941010475		0.016271034255623817		0.8112388849258423		0.11699772626161575		0.018548836931586266		0.024399928748607635		0.012350642122328281		0.24562381207942963		0.7438700795173645		0.012403388507664204		0.5158628225326538		0.10000000149011612	0.002237998880445957		0.001120253000408411		0.8474102020263672		0.12477618455886841		0.0011291255941614509		0.3957676291465759		0.246702179312706		0.3821433484554291		0.830030083656311		0.2598283290863037		0.3602384328842163		0.10000000149011612	0.0049284896813333035		0.002470332430675626		0.5012111067771912		0.4178311228752136		0.002478864509612322		0.02109506167471409		0.010659966617822647		0.5681627988815308		0.43176302313804626		0.010811648331582546	
0.13449136912822723	0.49073559045791626		2	0.0	0.0	0.0	0.0	0.7406131625175476	0.726954460144043	0.0	0.0	0.0	0.0	0.0009621608769521117	0.0	0.00048131198855116963	0.0	0.3295117914676666	0.27304553985595703	0.8522956371307373	0.0	0.0004813521518371999	0.0	0.14092586934566498	1.0463635921478271		0.0	0.0	0.0	0.0	0.9452144503593445	0.9513603448867798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12601275742053986	0.04863964393734932	0.0	0.0	0.0	0.0	0.4028822183609009	1.116750717163086		0.0	0.0	0.0	0.0	0.832592785358429	0.8271178603172302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23814113438129425	0.17288213968276978	0.0	0.0	0.0	0.0	0.49150335788726807	2.9185996055603027		0.21905849874019623	0.18450023233890533	0.12300151586532593	0.10162504017353058	0.5890176296234131	0.10762742906808853	0.15429750084877014	0.1017172783613205	0.3775016665458679	0.9911555051803589	0.8768175840377808	0.946344256401062	0.7806546688079834	0.8981531858444214	0.7825229167938232	0.8981531858444214	0.7826066017150879	0.8981531858444214	0.9968152642250061	1.0	0.059914857149124146	1.0804914236068726		0.0	0.0	0.0	0.0	0.502116322517395	0.7922463417053223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5684534311294556	0.20775364339351654	0.0	0.0	0.0	0.0
0.05635400488972664		0.09875000268220901	3	0.19227108359336853		0.10636057704687119		0.6809506416320801		0.28124576807022095		0.14606279134750366		0.744472324848175		0.5929557085037231		0.620355486869812		0.6770344376564026		0.8268311023712158		0.01883908174932003		0.09875000268220901	0.0		0.0		0.9445450305938721		0.0		0.0		0.0581471286714077		0.029944147914648056		0.15014541149139404		0.9268964529037476		0.03001503273844719		0.1348666250705719		0.09875000268220901	0.0		0.0		0.8328555226325989		0.0		0.0		0.0		0.0		0.2376260608434677		0.0		0.0		0.4829069972038269		0.09875000268220901	0.25232306122779846		0.1443762630224228		0.280628502368927		0.14956772327423096		0.8061839938163757		0.8758816719055176		0.7791721224784851		0.7791721224784851		0.7791721224784851		1.0		0.42937415838241577		0.09875000268220901	0.6090349555015564		0.437850683927536		0.5106515884399414		0.5064765214920044		0.7636744379997253		0.525579571723938		0.356465220451355		0.49051374197006226		0.43859580159187317		0.6556004881858826	
0.34929609298706055	0.9937071800231934		4	0.41448530554771423	0.4369761347770691	0.26142004132270813	0.279570996761322	0.2645898759365082	0.279570996761322	0.26143771409988403	0.279570996761322	0.9997413754463196	1.0	0.801293134689331	0.8374992609024048	0.6684646010398865	0.720429003238678	0.6684646010398865	0.720429003238678	0.6684646010398865	0.720429003238678	1.0	1.0	117.222900390625	-0.7137515544891357		0.0	0.0	0.0	0.0	0.9446796178817749	0.9524399042129517	0.0	0.0	0.0	0.0	0.9232447743415833	0.9756406545639038	0.8574323058128357	0.9524399042129517	0.8605166077613831	0.9524399042129517	0.8888660073280334	0.9524399042129517	0.9603897929191589	1.0	0.08823435753583908	1.0778359174728394		0.0	0.0	0.0	0.0	0.8321207165718079	0.8288106322288513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23927053809165955	0.17118938267230988	0.0	0.0	0.0	0.0	0.11456361413002014	2.519390106201172		0.047615569084882736	0.18844205141067505	0.024388417601585388	0.10402209311723709	0.7504381537437439	0.10407279431819916	0.05673983320593834	0.1040225550532341	0.04101930186152458	0.999957263469696	0.8744844198226929	0.9451361894607544	0.7769634127616882	0.8959793448448181	0.7769634127616882	0.8959793448448181	0.7769634127616882	0.8959793448448181	1.0	1.0	0.6159749627113342	0.635156512260437		0.666020393371582	0.35511496663093567	0.49927330017089844	0.21589045226573944	0.49927330017089844	0.21589045226573944	0.49927330017089844	0.21589045226573944	1.0	1.0	0.6013384461402893	0.8789926171302795	0.4299384653568268	0.7841095328330994	0.4299384653568268	0.7841095328330994	0.4299384653568268	0.7841095328330994	1.0	1.0
0.23866769671440125		0.05000000074505806	5	0.41074731945991516		0.2584531307220459		0.2584735155105591		0.25845402479171753		0.9999863505363464		0.8036925792694092		0.671811044216156		0.671811044216156		0.671811044216156		1.0		1.6264770030975342		0.05000000074505806	1.4031666069058701e-06		7.01583758200286e-07		0.94477778673172		0.06220095604658127		7.015912046881567e-07		0.9325172305107117		0.8735665082931519		0.8735665082931519		0.8735665082931519		1.0		0.045910682529211044		0.05000000074505806	0.0		0.0		0.8320515751838684		0.0		0.0		0.0		0.0		0.23902523517608643		0.0		0.0		0.05389203131198883		0.05000000074505806	0.008394994772970676		0.004215190652757883		0.7820751667022705		0.013569566421210766		0.00607744324952364		0.8746930956840515		0.7772929668426514		0.7772929668426514		0.7772929668426514		1.0		0.5878867506980896		0.05000000074505806	0.6679017543792725		0.5013907551765442		0.5013907551765442		0.5013907551765442		1.0		0.5990602374076843		0.42761313915252686		0.42761313915252686		0.42761313915252686		1.0	
0.1996709108352661	1.0908085107803345		6	0.4081983268260956	0.4285155236721039	0.25643792748451233	0.27268198132514954	0.2566390335559845	0.27268198132514954	0.25644779205322266	0.27268198132514954	0.9998501539230347	1.0	0.8040473461151123	0.8421356081962585	0.6723069548606873	0.7273179888725281	0.6723069548606873	0.7273179888725281	0.6723069548606873	0.7273179888725281	1.0	1.0	1.5702117681503296	1.8593164682388306		3.2240313885267824e-07	0.0	1.6120159784804855e-07	0.0	0.9445371627807617	0.951948344707489	0.1071428582072258	0.0	1.6120181101086928e-07	0.0	0.9331473112106323	0.9753828048706055	0.874673068523407	0.9519484639167786	0.8746731281280518	0.9519484639167786	0.8746813535690308	0.9519484639167786	0.9999892115592957	1.0	0.0335107259452343	1.0436654090881348		0.0	0.0	0.0	0.0	0.8332897424697876	0.8309105038642883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23784516751766205	0.16908952593803406	0.0	0.0	0.0	0.0	0.21832142770290375	1.8340938091278076		0.0767488032579422	0.18054461479187012	0.03990576043725014	0.09923002868890762	0.7412513494491577	0.4982360601425171	0.08366961777210236	0.10889380425214767	0.07088544219732285	0.5278895497322083	0.8745284676551819	0.9447528719902039	0.7770329117774963	0.8952906131744385	0.777106761932373	0.8952906131744385	0.7771623134613037	0.8952906131744385	0.9997857809066772	1.0	0.5613090991973877	0.6399865746498108		0.6657334566116333	0.3458844721317291	0.49895089864730835	0.20910540223121643	0.49895089864730835	0.20910540223121643	0.49895089864730835	0.20910540223121643	1.0	1.0	0.6010180115699768	0.8832396864891052	0.4296109974384308	0.790894627571106	0.4296109974384308	0.790894627571106	0.4296109974384308	0.790894627571106	1.0	1.0
0.17281559109687805		0.02500000037252903	7	0.41263970732688904		0.2599533796310425		0.2600732445716858		0.25995805859565735		0.9999308586120605		0.8020440936088562		0.669510543346405		0.669510543346405		0.669510543346405		1.0		1.554494023323059		0.02500000037252903	2.9231810913188383e-05		1.4616118278354406e-05		0.944743812084198		0.0590028315782547		1.461952615500195e-05		0.9326530694961548		0.8738049268722534		0.8738049268722534		0.8738049268722534		1.0		-0.002656757365912199		0.02500000037252903	0.0		0.0		0.8327445387840271		0.0		0.0		0.0		0.0		0.23758341372013092		0.0		0.0		0.031032556667923927		0.02500000037252903	0.007085943594574928		0.0035555690992623568		0.7946693897247314		0.013307176530361176		0.004828549921512604		0.5506683588027954		0.37994644045829773		0.4380573630332947		0.7290452718734741		0.44242051243782043		0.5422415137290955		0.02500000037252903	0.6672115325927734		0.5006132125854492		0.5006132125854492		0.5006132125854492		1.0		0.6001493334770203		0.4287238121032715		0.4287238121032715		0.4287238121032715		1.0	
0.1572696417570114	0.8679946064949036		8	0.4122025668621063	0.43462032079696655	0.2596065104007721	0.2776453197002411	0.2596859037876129	0.2781496047973633	0.2596105933189392	0.27771466970443726	0.9999392628669739	0.9991013407707214	0.8017734289169312	0.8387614488601685	0.6691333651542664	0.7222989797592163	0.6691333651542664	0.7222989797592163	0.6691333651542664	0.7222989797592163	1.0	1.0	1.5503792762756348	1.8402410745620728		2.9450120564433746e-05	0.0	1.4725277651450597e-05	0.0	0.9447486400604248	0.9533014893531799	0.04447702690958977	0.0	1.472993699280778e-05	0.0	0.9328855276107788	0.976092517375946	0.8742132186889648	0.9533014893531799	0.8742132186889648	0.9533014893531799	0.8742132186889648	0.9533014893531799	1.0	1.0	-0.029652953147888184	0.952286422252655		0.0	0.0	0.0	0.0	0.8331234455108643	0.8288198113441467	0.0	0.0	0.0	0.0	0.6170204877853394	0.0	0.44615304470062256	0.0	0.5231859087944031	0.17118017375469208	0.7946717739105225	0.0	0.5042858719825745	0.0	0.036349330097436905	2.5055806636810303		0.008275521919131279	0.12939675152301788	0.004154953174293041	0.06917380541563034	0.7963460683822632	0.47403836250305176	0.015694985166192055	0.07786239683628082	0.005619177594780922	0.3826771080493927	0.08207961171865463	0.6965942978858948	0.04279614984989166	0.5344416499137878	0.199825718998909	0.5614230632781982	0.3807202875614166	0.9193196892738342	0.045998185873031616	0.560742199420929	0.5256596207618713	0.6498714089393616		0.6647697687149048	0.35438624024391174	0.4978690445423126	0.21535202860832214	0.4978690445423126	0.21535202860832214	0.4978690445423126	0.21535202860832214	1.0	1.0	0.6027905344963074	0.8793308138847351	0.431424617767334	0.7846480011940002	0.431424617767334	0.7846480011940002	0.431424617767334	0.7846480011940002	1.0	1.0
0.1842098981142044		0.024687500670552254	9	0.4108825922012329		0.2585602402687073		0.25861772894859314		0.25856199860572815		0.9999739527702332		0.8031009435653687		0.6709847450256348		0.6709847450256348		0.6709847450256348		1.0		1.5487028360366821		0.024687500670552254	2.4265829779324122e-05		1.2133061318309046e-05		0.9442428946495056		0.04889080300927162		1.2135926226619631e-05		0.9327340722084045		0.873947262763977		0.873947262763977		0.873947262763977		1.0		-0.12647482752799988		0.024687500670552254	0.0		0.0		0.8304159641265869		0.0		0.0		0.8628159165382385		0.7587301731109619		0.7670867443084717		0.7810071706771851		0.9637684226036072		0.0074243308044970036		0.024687500670552254	0.0048200953751802444		0.0024158700834959745		0.8024734854698181		0.010516641661524773		0.003126542316749692		0.022336916998028755		0.011294601485133171		0.1878286451101303		0.16877327859401703		0.011959896422922611		0.5098281502723694		0.024687500670552254	0.6667771935462952		0.5001243352890015		0.5001243352890015		0.5001243352890015		1.0		0.6004563570022583		0.4290372431278229		0.4290372431278229		0.4290372431278229		1.0	
0.15374726057052612	0.7836138010025024		10	0.4121586084365845	0.4365892708301544	0.2595716416835785	0.27925437688827515	0.2595716416835785	0.27925437688827515	0.2595716416835785	0.27925437688827515	1.0	1.0	0.8017812967300415	0.8377131819725037	0.6691443920135498	0.7207456231117249	0.6691443920135498	0.7207456231117249	0.6691443920135498	0.7207456231117249	1.0	1.0	1.5467664003372192	1.8482797145843506		3.359550464665517e-05	0.0	1.6798034266685136e-05	0.0	0.9446473121643066	0.9535038471221924	0.06390823423862457	0.0	1.6802168829599395e-05	0.0	0.932405412197113	0.9761994481086731	0.873370349407196	0.9535055160522461	0.873370349407196	0.9535055160522461	0.873370349407196	0.9535055160522461	1.0	1.0	0.018619321286678314	0.8869030475616455		0.0	0.0	0.0	0.0	0.8309246301651001	0.8308808207511902	0.0	0.0	0.0	0.0	0.8456252217292786	0.0002813403552863747	0.7325395941734314	0.00014068996824789792	0.7405701279640198	0.16923584043979645	0.7719599008560181	0.9981677532196045	0.9348329305648804	0.00014068999735172838	-0.013251923024654388	-0.317657470703125		0.0017987010069191456	0.0	0.0009001600556075573	0.0	0.8100528717041016	0.8935692310333252	0.004400984384119511	0.0	0.0011303373612463474	0.0	0.004502348601818085	0.0	0.0022562535014003515	0.0	0.18469135463237762	0.10643075406551361	0.04533393681049347	0.0	0.002368803368881345	0.0	0.4932115077972412	0.6558082103729248		0.6684516668319702	0.3460750877857208	0.5020107626914978	0.2092447429895401	0.5020107626914978	0.2092447429895401	0.5020107626914978	0.2092447429895401	1.0	1.0	0.5993008017539978	0.8831527829170227	0.4278583228588104	0.7907552719116211	0.4278583228588104	0.7907552719116211	0.4278583228588104	0.7907552719116211	1.0	1.0
