step	Buildings_Loss_train	Buildings_Loss_val	Buildings_Lr_0_train	Buildings_F1_Score_train	Buildings_F1_Score_val	Buildings_Mean_IoU_train	Buildings_Mean_IoU_val	Buildings_Pixel_Accuracy_train	Buildings_Pixel_Accuracy_val	Buildings_Precision_train	Buildings_Precision_val	Buildings_Recall_train	Buildings_Recall_val	Buildings_Negative_F1_Score_train	Buildings_Negative_F1_Score_val	Buildings_Negative_Mean_IoU_train	Buildings_Negative_Mean_IoU_val	Buildings_Negative_Pixel_Accuracy_train	Buildings_Negative_Pixel_Accuracy_val	Buildings_Negative_Precision_train	Buildings_Negative_Precision_val	Buildings_Negative_Recall_train	Buildings_Negative_Recall_val	Road_Loss_train	Road_Loss_val	Road_Lr_0_train	Road_F1_Score_train	Road_F1_Score_val	Road_Mean_IoU_train	Road_Mean_IoU_val	Road_Pixel_Accuracy_train	Road_Pixel_Accuracy_val	Road_Precision_train	Road_Precision_val	Road_Recall_train	Road_Recall_val	Road_Negative_F1_Score_train	Road_Negative_F1_Score_val	Road_Negative_Mean_IoU_train	Road_Negative_Mean_IoU_val	Road_Negative_Pixel_Accuracy_train	Road_Negative_Pixel_Accuracy_val	Road_Negative_Precision_train	Road_Negative_Precision_val	Road_Negative_Recall_train	Road_Negative_Recall_val	Track_Loss_train	Track_Loss_val	Track_Lr_0_train	Track_F1_Score_train	Track_F1_Score_val	Track_Mean_IoU_train	Track_Mean_IoU_val	Track_Pixel_Accuracy_train	Track_Pixel_Accuracy_val	Track_Precision_train	Track_Precision_val	Track_Recall_train	Track_Recall_val	Track_Negative_F1_Score_train	Track_Negative_F1_Score_val	Track_Negative_Mean_IoU_train	Track_Negative_Mean_IoU_val	Track_Negative_Pixel_Accuracy_train	Track_Negative_Pixel_Accuracy_val	Track_Negative_Precision_train	Track_Negative_Precision_val	Track_Negative_Recall_train	Track_Negative_Recall_val	Trees_Loss_train	Trees_Loss_val	Trees_Lr_0_train	Trees_F1_Score_train	Trees_F1_Score_val	Trees_Mean_IoU_train	Trees_Mean_IoU_val	Trees_Pixel_Accuracy_train	Trees_Pixel_Accuracy_val	Trees_Precision_train	Trees_Precision_val	Trees_Recall_train	Trees_Recall_val	Trees_Negative_F1_Score_train	Trees_Negative_F1_Score_val	Trees_Negative_Mean_IoU_train	Trees_Negative_Mean_IoU_val	Trees_Negative_Pixel_Accuracy_train	Trees_Negative_Pixel_Accuracy_val	Trees_Negative_Precision_train	Trees_Negative_Precision_val	Trees_Negative_Recall_train	Trees_Negative_Recall_val	Crops_Loss_train	Crops_Loss_val	Crops_Lr_0_train	Crops_F1_Score_train	Crops_F1_Score_val	Crops_Mean_IoU_train	Crops_Mean_IoU_val	Crops_Pixel_Accuracy_train	Crops_Pixel_Accuracy_val	Crops_Precision_train	Crops_Precision_val	Crops_Recall_train	Crops_Recall_val	Crops_Negative_F1_Score_train	Crops_Negative_F1_Score_val	Crops_Negative_Mean_IoU_train	Crops_Negative_Mean_IoU_val	Crops_Negative_Pixel_Accuracy_train	Crops_Negative_Pixel_Accuracy_val	Crops_Negative_Precision_train	Crops_Negative_Precision_val	Crops_Negative_Recall_train	Crops_Negative_Recall_val	Waterway_Loss_train	Waterway_Loss_val	Waterway_Lr_0_train	Waterway_F1_Score_train	Waterway_F1_Score_val	Waterway_Mean_IoU_train	Waterway_Mean_IoU_val	Waterway_Pixel_Accuracy_train	Waterway_Pixel_Accuracy_val	Waterway_Precision_train	Waterway_Precision_val	Waterway_Recall_train	Waterway_Recall_val	Waterway_Negative_F1_Score_train	Waterway_Negative_F1_Score_val	Waterway_Negative_Mean_IoU_train	Waterway_Negative_Mean_IoU_val	Waterway_Negative_Pixel_Accuracy_train	Waterway_Negative_Pixel_Accuracy_val	Waterway_Negative_Precision_train	Waterway_Negative_Precision_val	Waterway_Negative_Recall_train	Waterway_Negative_Recall_val
0	0.8609483242034912		0.10000000149011612	0.0031770276837050915		0.0015910412184894085		0.7395980358123779		0.24593627452850342		0.0015988408122211695		0.0018569334642961621		0.0009293295443058014		0.33059683442115784		0.5589621067047119		0.0009300115052610636		0.27742239832878113		0.10000000149011612	0.005564022343605757		0.0027897723484784365		0.829553484916687		0.12874610722064972		0.0028434537816792727		0.056290000677108765		0.028960080817341805		0.25426265597343445		0.7902024388313293		0.029184477403759956		1.286898136138916		0.10000000149011612	0.0074019585736095905		0.003714727470651269		0.8435420989990234		0.13931988179683685		0.0038019774947315454		0.010987537913024426		0.005524117033928633		0.2269190549850464		0.765038251876831		0.005533505231142044		1.2216688394546509		0.10000000149011612	0.0008084569126367569		0.00040439190343022346		0.5001116394996643		0.3704787492752075		0.00040466999053023756		0.017259135842323303		0.008704685606062412		0.5679531097412109		0.42482250928878784		0.00880849827080965		0.5268375873565674		0.10000000149011612	0.0033522534649819136		0.0016789408400654793		0.5660780072212219		0.2743837535381317		0.0016864286735653877		0.010990159586071968		0.005525442771613598		0.5046579837799072		0.5956941246986389		0.005546241998672485		0.3827570676803589		0.10000000149011612	0.006174641661345959		0.003096881788223982		0.8048465251922607		0.12083321809768677		0.0031682709231972694		0.44887617230415344		0.28938770294189453		0.4468841552734375		0.8431141972541809		0.3058578372001648	
1	0.27495288848876953	0.9045059084892273		0.0	0.0	0.0	0.0	0.7393000721931458	0.7223888635635376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33204880356788635	0.2776111662387848	0.0	0.0	0.0	0.0	0.13421979546546936	2.7671144008636475		0.1860756129026413	0.2886824309825897	0.10258179157972336	0.16869015991687775	0.6897149085998535	0.16922251880168915	0.16815578937530518	0.16872522234916687	0.20827029645442963	0.9987697005271912	0.8609153032302856	0.9078261256217957	0.7557957172393799	0.831210196018219	0.7594859600067139	0.831210196018219	0.7670687437057495	0.831210196018219	0.9809261560440063	1.0	0.6810985207557678	1.012158989906311		0.0	0.0	0.0	0.0	0.8486141562461853	0.8958501219749451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22173771262168884	0.10414989292621613	0.0	0.0	0.0	0.0	0.6026393175125122	1.1092681884765625		0.0	0.0	0.0	0.0	0.49987930059432983	0.7905478477478027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5715686678886414	0.20945213735103607	0.0	0.0	0.0	0.0	0.554851233959198	1.122027039527893		0.0	0.0	0.0	0.0	0.5575146079063416	0.5025190114974976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5136106014251709	0.49748095870018005	0.0	0.0	0.0	0.0	-1.0908015966415405	1.1980130672454834		0.0	0.020466865971684456	0.0	0.010339239612221718	0.80943363904953	0.5095309019088745	0.0	0.6001935601234436	0.0	0.010410942137241364	0.8058119416236877	0.6735818386077881	0.6747781038284302	0.5078201293945312	0.6987024545669556	0.5078201293945312	0.7688893675804138	0.5078201293945312	0.8464594483375549	1.0
2	0.22609536349773407		0.09875000268220901	0.0		0.0		0.7419250011444092		0.0		0.0		0.0		0.0		0.3288882374763489		0.0		0.0		0.5606759190559387		0.09875000268220901	0.287108451128006		0.16761623322963715		0.1737373024225235		0.16775785386562347		0.9949890375137329		0.8652070164680481		0.7624359726905823		0.7624359726905823		0.7624359726905823		1.0		0.546306848526001		0.09875000268220901	0.0		0.0		0.8478501439094543		0.0		0.0		0.0		0.0		0.22322863340377808		0.0		0.0		0.23777778446674347		0.09875000268220901	0.0		0.0		0.4999196231365204		0.0		0.0		0.0		0.0		0.5705055594444275		0.0		0.0		0.2614424526691437		0.09875000268220901	0.0		0.0		0.5642130970954895		0.0		0.0		0.0		0.0		0.5068753361701965		0.0		0.0		1.0347994565963745		0.09875000268220901	0.3005649745464325		0.1768617182970047		0.33892083168029785		0.188268780708313		0.7448346018791199		0.8495447635650635		0.7384423017501831		0.7384423017501831		0.7384423017501831		1.0	
3	0.06143501400947571	0.707826554775238		0.0	0.0	0.0	0.0	0.7394077181816101	0.7228413820266724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3309500813484192	0.27715858817100525	0.0	0.0	0.0	0.0	0.30035385489463806	1.361462116241455		0.2983209192752838	0.29128390550613403	0.17530974745750427	0.1704694628715515	0.2163216471672058	0.17568492889404297	0.17598693072795868	0.17064812779426575	0.9785219430923462	0.9938956499099731	0.8628424406051636	0.9068421125411987	0.7587712407112122	0.8295618891716003	0.7587712407112122	0.8295618891716003	0.7587712407112122	0.8295618891716003	1.0	1.0	0.4455242455005646	0.9361242055892944		0.0	0.0	0.0	0.0	0.8479065299034119	0.8919654488563538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22298476099967957	0.10803453624248505	0.0	0.0	0.0	0.0	0.13252729177474976	95.54011535644531		0.0	0.0	0.0	0.0	0.5005255341529846	0.7815070748329163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5699464082717896	0.21849291026592255	0.0	0.0	0.0	0.0	0.17099884152412415	1.2982828617095947		0.0	0.0	0.0	0.0	0.5526981949806213	0.5221731662750244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.518555223941803	0.4778268337249756	0.0	0.0	0.0	0.0	0.22643113136291504	0.11528123170137405		0.2048248052597046	0.4468977749347687	0.11409739404916763	0.28774523735046387	0.49628251791000366	0.32657861709594727	0.1473114788532257	0.38397952914237976	0.3360096216201782	0.534476101398468	0.8498117327690125	0.6700253486633301	0.7388458251953125	0.5037880539894104	0.73964923620224	0.516536295413971	0.7388715147972107	0.5038598775863647	0.9999528527259827	0.9997170567512512
4	-0.016152143478393555		0.05000000074505806	0.0		0.0		0.7407532334327698		0.0		0.0		0.37473753094673157		0.2305704802274704		0.4256829023361206		0.6932502388954163		0.25676655769348145		0.1593388020992279		0.05000000074505806	0.31958162784576416		0.19017979502677917		0.34794163703918457		0.19391249120235443		0.9080862998962402		0.8643410205841064		0.7610920071601868		0.7610920071601868		0.7610920071601868		1.0		0.39801284670829773		0.05000000074505806	0.0		0.0		0.848994791507721		0.0		0.0		0.0		0.0		0.22247369587421417		0.0		0.0		0.10202246159315109		0.05000000074505806	0.0		0.0		0.49941954016685486		0.0		0.0		0.0		0.0		0.571747899055481		0.0		0.0		0.13643254339694977		0.05000000074505806	0.0		0.0		0.5608614683151245		0.0		0.0		0.0		0.0		0.5096757411956787		0.0		0.0		-1.376801609992981		0.05000000074505806	0.2699294984340668		0.15602225065231323		0.32429733872413635		0.1709427833557129		0.6412592530250549		0.8506160378456116		0.7400625348091125		0.742630124092102		0.7408250570297241		0.9986112117767334	
5	0.8773965239524841	0.8238987922668457		0.0	0.0	0.0	0.0	0.7412962317466736	0.7210442423820496	0.0	0.0	0.0	0.0	0.6397938132286072	0.0	0.4703652858734131	0.0	0.5454081892967224	0.27895575761795044	0.6824839115142822	0.0	0.6021299362182617	0.0	0.06848981231451035	1.1444127559661865		0.25594979524612427	0.2823300361633301	0.14675597846508026	0.16436803340911865	0.6213633418083191	0.28810060024261475	0.19113102555274963	0.16983376443386078	0.3872936964035034	0.8362621068954468	0.8645506501197815	0.908626139163971	0.7614172101020813	0.8325525522232056	0.7614172101020813	0.8325525522232056	0.7614172101020813	0.8325525522232056	1.0	1.0	0.35352516174316406	0.895125150680542		0.0	0.0	0.0	0.0	0.8488209247589111	0.8923201560974121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222288116812706	0.10767986625432968	0.0	0.0	0.0	0.0	0.0964328870177269	1.046777367591858		0.0	0.0	0.0	0.0	0.5005807280540466	0.7944584488868713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5705832839012146	0.20554158091545105	0.0	0.0	0.0	0.0	0.11242557317018509	1.4200785160064697		0.0	0.0	0.0	0.0	0.5493670105934143	0.5243951678276062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5218469500541687	0.4756048321723938	0.0	0.0	0.0	0.0	0.6009032130241394	0.764812171459198		0.3222118616104126	0.6738284230232239	0.19204561412334442	0.5081004500389099	0.19204561412334442	0.5081004500389099	0.19204561412334442	0.5081004500389099	1.0	1.0	0.849159836769104	0.6594271659851074	0.7378607988357544	0.4918995499610901	0.7378607988357544	0.4918995499610901	0.7378607988357544	0.4918995499610901	1.0	1.0
6	0.171697199344635		0.02500000037252903	0.0		0.0		0.7404441833496094		0.0		0.0		0.0		0.0		0.33006250858306885		0.0		0.0		0.039367545396089554		0.02500000037252903	0.03703414648771286		0.01886642351746559		0.7485867142677307		0.051977090537548065		0.02876458503305912		0.5596073865890503		0.3885103166103363		0.44546619057655334		0.7082558274269104		0.4625314772129059		0.2967016100883484		0.02500000037252903	0.0		0.0		0.8488075733184814		0.0		0.0		0.0		0.0		0.22169740498065948		0.0		0.0		0.08560828864574432		0.02500000037252903	0.0		0.0		0.5002828240394592		0.0		0.0		0.0		0.0		0.5708066821098328		0.0		0.0		0.09411178529262543		0.02500000037252903	0.0		0.0		0.5548180341720581		0.0		0.0		0.0		0.0		0.5153295397758484		0.0		0.0		0.32364368438720703		0.02500000037252903	0.3183461129665375		0.1893053650856018		0.1893053650856018		0.1893053650856018		1.0		0.8504490852355957		0.7398098707199097		0.7398098707199097		0.7398098707199097		1.0	
7	0.0851922482252121	0.8561010360717773		0.0	0.0	0.0	0.0	0.7389601469039917	0.7231909036636353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33164340257644653	0.27680909633636475	0.0	0.0	0.0	0.0	0.034451667219400406	0.4671742916107178		0.06407374143600464	0.19730906188488007	0.03309720382094383	0.10945252329111099	0.731078565120697	0.6598260402679443	0.07841848582029343	0.16500404477119446	0.054165493696928024	0.2453431487083435	0.12294385582208633	0.3896903693675995	0.0654982328414917	0.24199716746807098	0.21856196224689484	0.33971574902534485	0.41542848944664	0.8355315923690796	0.07214780896902084	0.25410139560699463	0.24151577055454254	0.9503293633460999		0.0	0.0	0.0	0.0	0.8489659428596497	0.8963954448699951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22245559096336365	0.10360457748174667	0.0	0.0	0.0	0.0	0.08383477479219437	25.059247970581055		0.0	0.0	0.0	0.0	0.5000872015953064	0.7831873297691345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5698381662368774	0.2168126404285431	0.0	0.0	0.0	0.0	0.09015969932079315	-2.0259833335876465		0.0	0.0	0.0	0.0	0.5610854625701904	0.5313250422477722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5100381374359131	0.4686749279499054	0.0	0.0	0.0	0.0	0.2552536725997925	0.5687612295150757		0.3258330225944519	0.6648690104484558	0.19462397694587708	0.49798035621643066	0.19462397694587708	0.49798035621643066	0.19462397694587708	0.49798035621643066	1.0	1.0	0.8466769456863403	0.6684594750404358	0.7341195344924927	0.5020196437835693	0.7341195344924927	0.5020196437835693	0.7341195344924927	0.5020196437835693	1.0	1.0
8	0.058799345046281815		0.024687500670552254	0.0		0.0		0.741071879863739		0.0		0.0		0.0		0.0		0.33033397793769836		0.0		0.0		0.025322331115603447		0.024687500670552254	0.018752330914139748		0.009464910253882408		0.7571382522583008		0.03033626638352871		0.013570442795753479		0.025826245546340942		0.013082052581012249		0.18768149614334106		0.1422305554151535		0.014202575199306011		0.1943514198064804		0.024687500670552254	0.0		0.0		0.8473505973815918		0.0		0.0		0.0		0.0		0.22303926944732666		0.0		0.0		0.0817246213555336		0.024687500670552254	0.0		0.0		0.499517023563385		0.0		0.0		0.0		0.0		0.5716913938522339		0.0		0.0		0.08244149386882782		0.024687500670552254	0.0		0.0		0.5611681342124939		0.0		0.0		0.0		0.0		0.5101103782653809		0.0		0.0		0.23749200999736786		0.024687500670552254	0.31822770833969116		0.18922165036201477		0.18922165036201477		0.18922165036201477		1.0		0.8500742316246033		0.739242672920227		0.739242672920227		0.739242672920227		1.0	
9	0.030492547899484634	0.954502522945404		0.0	0.0	0.0	0.0	0.7415919303894043	0.7245322465896606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32873255014419556	0.27546778321266174	0.0	0.0	0.0	0.0	0.01575685851275921	0.19818143546581268		0.002955750795081258	0.04413657635450363	0.001480062841437757	0.022566286846995354	0.7662229537963867	0.8002882599830627	0.0052759042009711266	0.12895844876766205	0.0020529411267489195	0.02662445232272148	0.0038230770733207464	0.07191992551088333	0.0019151995657011867	0.03730131685733795	0.17840701341629028	0.19959767162799835	0.02409520000219345	0.8709705471992493	0.002076253527775407	0.037508588284254074	0.15345655381679535	1.1551885604858398		0.0	0.0	0.0	0.0	0.8483794331550598	0.8928932547569275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22342631220817566	0.1071067601442337	0.0	0.0	0.0	0.0	0.07691611349582672	2.782181739807129		0.0	0.0	0.0	0.0	0.4991234242916107	0.7891438007354736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5707912445068359	0.21085621416568756	0.0	0.0	0.0	0.0	0.07648586481809616	-1.8509981632232666		0.0	0.0	0.0	0.0	0.5539072751998901	0.5252694487571716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5172669291496277	0.47473058104515076	0.0	0.0	0.0	0.0	0.22629214823246002	0.3920029401779175		0.3195570707321167	0.6652929186820984	0.19016239047050476	0.49845612049102783	0.19016239047050476	0.49845612049102783	0.19016239047050476	0.49845612049102783	1.0	1.0	0.8497834801673889	0.6680375933647156	0.7388030290603638	0.5015438795089722	0.7388030290603638	0.5015438795089722	0.7388030290603638	0.5015438795089722	1.0	1.0
