step	Buildings_F1_Score_train	Buildings_F1_Score_val	Buildings_Mean_IoU_train	Buildings_Mean_IoU_val	Buildings_Pixel_Accuracy_train	Buildings_Pixel_Accuracy_val	Buildings_Precision_train	Buildings_Precision_val	Buildings_Recall_train	Buildings_Recall_val	Buildings_Loss_train	Buildings_Loss_val	Buildings_Lr_0_train	Buildings_Negative_F1_Score_train	Buildings_Negative_F1_Score_val	Buildings_Negative_Mean_IoU_train	Buildings_Negative_Mean_IoU_val	Buildings_Negative_Pixel_Accuracy_train	Buildings_Negative_Pixel_Accuracy_val	Buildings_Negative_Precision_train	Buildings_Negative_Precision_val	Buildings_Negative_Recall_train	Buildings_Negative_Recall_val	Misc_F1_Score_train	Misc_F1_Score_val	Misc_Mean_IoU_train	Misc_Mean_IoU_val	Misc_Pixel_Accuracy_train	Misc_Pixel_Accuracy_val	Misc_Precision_train	Misc_Precision_val	Misc_Recall_train	Misc_Recall_val	Misc_Loss_train	Misc_Loss_val	Misc_Lr_0_train	Misc_Negative_F1_Score_train	Misc_Negative_F1_Score_val	Misc_Negative_Mean_IoU_train	Misc_Negative_Mean_IoU_val	Misc_Negative_Pixel_Accuracy_train	Misc_Negative_Pixel_Accuracy_val	Misc_Negative_Precision_train	Misc_Negative_Precision_val	Misc_Negative_Recall_train	Misc_Negative_Recall_val	Road_F1_Score_train	Road_F1_Score_val	Road_Mean_IoU_train	Road_Mean_IoU_val	Road_Pixel_Accuracy_train	Road_Pixel_Accuracy_val	Road_Precision_train	Road_Precision_val	Road_Recall_train	Road_Recall_val	Road_Loss_train	Road_Loss_val	Road_Lr_0_train	Road_Negative_F1_Score_train	Road_Negative_F1_Score_val	Road_Negative_Mean_IoU_train	Road_Negative_Mean_IoU_val	Road_Negative_Pixel_Accuracy_train	Road_Negative_Pixel_Accuracy_val	Road_Negative_Precision_train	Road_Negative_Precision_val	Road_Negative_Recall_train	Road_Negative_Recall_val	Track_F1_Score_train	Track_F1_Score_val	Track_Mean_IoU_train	Track_Mean_IoU_val	Track_Pixel_Accuracy_train	Track_Pixel_Accuracy_val	Track_Precision_train	Track_Precision_val	Track_Recall_train	Track_Recall_val	Track_Loss_train	Track_Loss_val	Track_Lr_0_train	Track_Negative_F1_Score_train	Track_Negative_F1_Score_val	Track_Negative_Mean_IoU_train	Track_Negative_Mean_IoU_val	Track_Negative_Pixel_Accuracy_train	Track_Negative_Pixel_Accuracy_val	Track_Negative_Precision_train	Track_Negative_Precision_val	Track_Negative_Recall_train	Track_Negative_Recall_val	Trees_F1_Score_train	Trees_F1_Score_val	Trees_Mean_IoU_train	Trees_Mean_IoU_val	Trees_Pixel_Accuracy_train	Trees_Pixel_Accuracy_val	Trees_Precision_train	Trees_Precision_val	Trees_Recall_train	Trees_Recall_val	Trees_Loss_train	Trees_Loss_val	Trees_Lr_0_train	Trees_Negative_F1_Score_train	Trees_Negative_F1_Score_val	Trees_Negative_Mean_IoU_train	Trees_Negative_Mean_IoU_val	Trees_Negative_Pixel_Accuracy_train	Trees_Negative_Pixel_Accuracy_val	Trees_Negative_Precision_train	Trees_Negative_Precision_val	Trees_Negative_Recall_train	Trees_Negative_Recall_val
11	0.0		0.0		0.7387598752975464		0.0		0.0		0.3108706772327423		0.012500000186264515	0.7810496091842651		0.6407558917999268		0.6531853675842285		0.6745641231536865		0.9274561405181885		0.0		0.0		0.9441473484039307		0.0		0.0		0.20606917142868042		0.012500000186264515	0.0		0.0		0.12622152268886566		0.0		0.0		0.0		0.0		0.829745888710022		0.0		0.0		0.2397451102733612		0.012500000186264515	0.0		0.0		0.24024046957492828		0.0		0.0		0.0		0.0		0.8482521772384644		0.0		0.0		0.8805803656578064		0.012500000186264515	0.0		0.0		0.22288846969604492		0.0		0.0		0.6684556007385254		0.502015233039856		0.5053113102912903		0.5029881000518799		0.996161937713623		0.42577823996543884		0.012500000186264515	0.565583348274231		0.3942950367927551		0.4074714183807373		0.41252973675727844		0.8991962671279907	
12	0.0	0.012534798122942448	0.0	0.006306927185505629	0.7366695404052734	0.7227365374565125	0.0	0.2555287480354309	0.0	0.006424985826015472	0.5146892666816711	0.29835668206214905		0.7220973968505859	0.8392313122749329	0.5650644898414612	0.722996175289154	0.5894448757171631	0.7236109972000122	0.6575571894645691	0.7264269590377808	0.8006858229637146	0.9935101270675659	0.0	0.0	0.0	0.0	0.944314181804657	0.9509696364402771	0.0	0.0	0.0	0.0	0.1968439519405365	5.02606201171875		0.0	0.0	0.0	0.0	0.12688040733337402	0.049030374735593796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8318235278129578	0.8295730352401733	0.0	0.0	0.0	0.0	0.23101109266281128	2.2615509033203125		0.0	0.0	0.0	0.0	0.23907174170017242	0.17042696475982666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8485075235366821	0.8909894824028015	0.0	0.0	0.0	0.0	0.8792719841003418	1.0579683780670166		0.0	0.0	0.0	0.0	0.2222595512866974	0.10901051759719849	0.0	0.0	0.0	0.0	0.6688781976699829	0.35073035955429077	0.5024920701980591	0.21265798807144165	0.5053248405456543	0.21423308551311493	0.5029118657112122	0.2126583755016327	0.9983416199684143	0.9999912977218628	0.37198132276535034	0.04301907494664192		0.5621381402015686	0.7542116641998291	0.3909541964530945	0.6054091453552246	0.40036171674728394	0.6068633794784546	0.40875256061553955	0.7430798411369324	0.899785041809082	0.7656821012496948
13	0.3691308796405792		0.22633996605873108		0.26350346207618713		0.23770953714847565		0.8255470991134644		0.39176055788993835		0.012500000186264515	0.8014459609985352		0.6686773896217346		0.6686787009239197		0.6686787605285645		0.9999969005584717		0.0		0.0		0.9446239471435547		0.0		0.0		0.19110089540481567		0.012500000186264515	0.0		0.0		0.12623701989650726		0.0		0.0		0.0		0.0		0.8333207964897156		0.0		0.0		0.22304244339466095		0.012500000186264515	0.0		0.0		0.23757526278495789		0.0		0.0		0.0		0.0		0.8498419523239136		0.0		0.0		0.8745966553688049		0.012500000186264515	0.0		0.0		0.22164207696914673		0.0		0.0		0.6678200960159302		0.501298725605011		0.5023139715194702		0.5013853907585144		0.9996554255485535		0.303598016500473		0.012500000186264515	0.5387544631958008		0.36869537830352783		0.38942551612854004		0.39858177304267883		0.8309990167617798	
14	0.34065207839012146	0.4423925578594208	0.2052927315235138	0.2840205729007721	0.24511843919754028	0.28552380204200745	0.2199445366859436	0.2843002378940582	0.7550063729286194	0.9965486526489258	0.223684161901474	0.6518428325653076		0.8024815320968628	0.8342231512069702	0.670120358467102	0.7155941724777222	0.670120358467102	0.7155941724777222	0.670120358467102	0.7155941724777222	1.0	1.0	0.0	0.0	0.0	0.0	0.9445952773094177	0.9505994915962219	0.0	0.0	0.0	0.0	0.18737339973449707	2.288332462310791		0.0	0.0	0.0	0.0	0.12581726908683777	0.04940053075551987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8323130011558533	0.8291872143745422	0.0	0.0	0.0	0.0	0.21800440549850464	1.8146214485168457		0.0	0.0	0.0	0.0	0.23848752677440643	0.17081280052661896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8489143252372742	0.8955491781234741	0.0	0.0	0.0	0.0	0.8761990070343018	1.0564087629318237		0.0	0.0	0.0	0.0	0.22097186744213104	0.10445082187652588	0.0	0.0	0.0	0.0	0.6688312888145447	0.36014464497566223	0.5024391412734985	0.2196197658777237	0.5042688846588135	0.2196197658777237	0.5027146935462952	0.2196197658777237	0.9989103078842163	1.0	0.14739900827407837	0.52796870470047		0.5052932500839233	0.8766444325447083	0.3380551040172577	0.7803802490234375	0.366418719291687	0.7803802490234375	0.3797193765640259	0.7803802490234375	0.7549598217010498	1.0
15	0.32969892024993896		0.1973889023065567		0.2539833188056946		0.21536116302013397		0.702850341796875		-0.03442373871803284		0.012500000186264515	0.8019300103187561		0.6693515777587891		0.6693515777587891		0.6693515777587891		1.0		0.0		0.0		0.9445012807846069		0.0		0.0		0.17978332936763763		0.012500000186264515	0.0		0.0		0.12623026967048645		0.0		0.0		0.0		0.0		0.832232654094696		0.0		0.0		0.21137824654579163		0.012500000186264515	0.0		0.0		0.23846276104450226		0.0		0.0		0.0		0.0		0.8483956456184387		0.0		0.0		0.8722556829452515		0.012500000186264515	0.0		0.0		0.22207681834697723		0.0		0.0		0.660040557384491		0.4925824999809265		0.5100705027580261		0.5054628252983093		0.9508126974105835		-0.762058675289154		0.012500000186264515	0.4826433062553406		0.31808164715766907		0.3840100169181824		0.3770212233066559		0.6704765558242798	
16	0.3334314227104187	0.3034464716911316	0.20007063448429108	0.17886054515838623	0.41483888030052185	0.5213934779167175	0.2372131049633026	0.2495201826095581	0.5609732270240784	0.38710832595825195	-0.2159406691789627	0.8043355941772461		0.7965081930160522	0.8443951606750488	0.6618309617042542	0.7306954264640808	0.6645243167877197	0.7306954264640808	0.6694677472114563	0.7306954264640808	0.9830562472343445	1.0	0.0	0.0	0.0	0.0	0.9444474577903748	0.9525573253631592	0.0	0.0	0.0	0.0	0.1726943850517273	1.452032208442688		0.0	0.0	0.0	0.0	0.12637819349765778	0.047442685812711716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8321425914764404	0.8284573554992676	0.0	0.0	0.0	0.0	0.2050551474094391	1.6481353044509888		0.0	0.0	0.0	0.0	0.2388278990983963	0.17154261469841003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8471840620040894	0.8936742544174194	0.0	0.0	0.0	0.0	0.8678626418113708	1.0559524297714233		0.0	0.0	0.0	0.0	0.22380557656288147	0.10632573068141937	0.0	0.0	0.0	0.0	0.4337586462497711	0.10635191202163696	0.2769424021244049	0.05616244673728943	0.47990182042121887	0.7301052808761597	0.47489890456199646	0.1864834874868393	0.39917802810668945	0.07438767701387405	0.983806848526001	-0.7383491396903992		0.4604383111000061	0.2247658520936966	0.2990710437297821	0.12661194801330566	0.5323075652122498	0.29852545261383057	0.45698580145835876	0.8421564102172852	0.46394336223602295	0.129689559340477
17	0.3944137990474701		0.24565096199512482		0.26888352632522583		0.25239047408103943		0.9019556045532227		0.5521947741508484		0.012500000186264515	0.7991654872894287		0.6655084490776062		0.6655084490776062		0.6655084490776062		1.0		0.0		0.0		0.9445596933364868		0.0		0.0		0.16811588406562805		0.012500000186264515	0.0		0.0		0.12573577463626862		0.0		0.0		0.0		0.0		0.831048309803009		0.0		0.0		0.20036502182483673		0.012500000186264515	0.0		0.0		0.24002495408058167		0.0		0.0		0.0		0.0		0.8473628163337708		0.0		0.0		0.8656748533248901		0.012500000186264515	0.0		0.0		0.22298501431941986		0.0		0.0		0.6066054701805115		0.4353436529636383		0.5152716636657715		0.5102519989013672		0.7478201389312744		3.6407454013824463		0.012500000186264515	0.5334832668304443		0.3637757897377014		0.4974302053451538		0.44339802861213684		0.6695072054862976	
18	0.369378924369812	0.4310421347618103	0.22652652859687805	0.27473148703575134	0.2533411979675293	0.27480602264404297	0.23678214848041534	0.27476128935813904	0.8394877910614014	0.9996053576469421	0.48103243112564087	0.6280837059020996		0.8017248511314392	0.8407062292098999	0.6690657138824463	0.7251883149147034	0.6690657138824463	0.7251883149147034	0.6690657138824463	0.7251883149147034	1.0	1.0	0.0	0.0	0.0	0.0	0.9442028403282166	0.9517337083816528	0.0	0.0	0.0	0.0	0.15952570736408234	1.615736961364746		0.0	0.0	0.0	0.0	0.12661504745483398	0.04826629161834717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8294301629066467	0.8300960659980774	0.0	0.0	0.0	0.0	0.19455166161060333	2.018444538116455		0.0	0.0	0.0	0.0	0.24171634018421173	0.1699039191007614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8480758666992188	0.8962630033493042	0.0	0.0	0.0	0.0	0.8622758388519287	1.0534095764160156		0.0	0.0	0.0	0.0	0.22199009358882904	0.1037369817495346	0.0	0.0	0.0	0.0	0.6099379658699036	0.34595245122909546	0.43878471851348877	0.20915508270263672	0.49831172823905945	0.20938870310783386	0.49829381704330444	0.20915761590003967	0.7860561013221741	0.9999420642852783	-1.296976089477539	0.45182669162750244		0.5412050485610962	0.8356454372406006	0.37099456787109375	0.7176898717880249	0.5114732384681702	0.7229878902435303	0.45350271463394165	0.7872264385223389	0.6709613800048828	0.8904109001159668
19	0.3526502251625061		0.21407124400138855		0.24310584366321564		0.22654739022254944		0.795383870601654		0.41240543127059937		0.012500000186264515	0.8023774027824402		0.669975221157074		0.669975221157074		0.669975221157074		1.0		0.0		0.0		0.9441151022911072		0.0		0.0		0.15248270332813263		0.012500000186264515	0.0		0.0		0.1264086216688156		0.0		0.0		0.0		0.0		0.8306027054786682		0.0		0.0		0.18618154525756836		0.012500000186264515	0.0		0.0		0.24110443890094757		0.0		0.0		0.0		0.0		0.8477742671966553		0.0		0.0		0.8567705750465393		0.012500000186264515	0.0		0.0		0.22272136807441711		0.0		0.0		0.6004640460014343		0.4290451407432556		0.534721851348877		0.5249308347702026		0.7013880014419556		1.6704801321029663		0.012500000186264515	0.48295047879219055		0.3183485269546509		0.5009196400642395		0.436252236366272		0.540844738483429	
20	0.3448008596897125	0.4324992597103119	0.20831380784511566	0.2759164571762085	0.23481711745262146	0.2759379744529724	0.2212045043706894	0.2759164571762085	0.7814049124717712	1.0	0.29451411962509155	0.6076816320419312		0.8040285110473633	0.8399689197540283	0.6722806692123413	0.7240917086601257	0.6722806692123413	0.7240917086601257	0.6722806692123413	0.7240917086601257	1.0	1.0	0.0	0.0	0.0	0.0	0.9446583986282349	0.9514767527580261	0.0	0.0	0.0	0.0	0.14342957735061646	2.0525753498077393		0.0	0.0	0.0	0.0	0.1265965849161148	0.04852323606610298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8312391042709351	0.8268268704414368	0.0	0.0	0.0	0.0	0.1824004054069519	5.924930095672607		0.0	0.0	0.0	0.0	0.2404274195432663	0.17317309975624084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8489421010017395	0.8975203633308411	0.0	0.0	0.0	0.0	0.852325439453125	1.0523531436920166		0.0	0.0	0.0	0.0	0.22155490517616272	0.10247961431741714	0.0	0.0	0.0	0.0	0.5757878422737122	0.22190751135349274	0.40428513288497925	0.12480088323354721	0.5427314043045044	0.6327060461044312	0.5365965366363525	0.19766002893447876	0.6211550235748291	0.2529357969760895	2.4339184761047363	3.4245617389678955		0.45595312118530273	0.05516590550541878	0.2952974736690521	0.028365353122353554	0.5176227688789368	0.227248415350914	0.44188764691352844	0.9045875668525696	0.47094348073005676	0.02845047228038311
21	0.3458065986633301		0.20904847979545593		0.22810737788677216		0.22175464034080505		0.784873366355896		0.18116404116153717		0.012500000186264515	0.8023949861526489		0.6699997186660767		0.6699997186660767		0.6699997186660767		1.0		0.0		0.0		0.9442737102508545		0.0		0.0		0.1344580054283142		0.012500000186264515	0.0		0.0		0.12683388590812683		0.0		0.0		0.0		0.0		0.831340491771698		0.0		0.0		0.17812736332416534		0.012500000186264515	0.0		0.0		0.2390015423297882		0.0		0.0		0.0		0.0		0.8473464846611023		0.0		0.0		0.8461878895759583		0.012500000186264515	0.0		0.0		0.22364330291748047		0.0		0.0		0.6573147773742676		0.48955240845680237		0.5043538808822632		0.5024523735046387		0.9501695036888123		0.27881839871406555		0.012500000186264515	0.5591205358505249		0.3880411684513092		0.4406963288784027		0.42198318243026733		0.8283059000968933	
22	0.33958888053894043	0.4356132447719574	0.20452095568180084	0.2784562408924103	0.22570905089378357	0.27847397327423096	0.21716400980949402	0.2784562408924103	0.7784162163734436	1.0	0.12808768451213837	0.5882581472396851		0.8053099513053894	0.8382566571235657	0.6740743517875671	0.7215505838394165	0.6740743517875671	0.7215505838394165	0.6740743517875671	0.7215505838394165	1.0	1.0	0.0	0.0	0.0	0.0	0.9444596767425537	0.9518969058990479	0.0	0.0	0.0	0.0	0.12804286181926727	4.018726348876953		0.0	0.0	0.0	0.0	0.1265810877084732	0.04810308292508125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.831214427947998	0.8278489112854004	0.0	0.0	0.0	0.0	0.16863401234149933	1.2951908111572266		0.0	0.0	0.0	0.0	0.24034231901168823	0.1721510887145996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8480857610702515	0.8942804932594299	0.0	0.0	0.0	0.0	0.8404787182807922	1.0526882410049438		0.0	0.0	0.0	0.0	0.2229381799697876	0.10571950674057007	0.0	0.0	0.0	0.0	0.6599475145339966	0.342274010181427	0.4924788773059845	0.2064720094203949	0.5087220072746277	0.24821090698242188	0.5047869682312012	0.20788811147212982	0.9528253674507141	0.9680618047714233	0.1861933022737503	-0.3707781136035919		0.5262710452079773	0.6543828248977661	0.3571016490459442	0.4863068461418152	0.42285701632499695	0.531192421913147	0.40609267354011536	0.7946520447731018	0.7474785447120667	0.5562036633491516
23	0.22569039463996887		0.1271989941596985		0.5890511870384216		0.22335296869277954		0.2280772477388382		0.07286659628152847		0.012500000186264515	0.6838346719741821		0.5195659399032593		0.5670119524002075		0.6672234535217285		0.7012941241264343		0.0		0.0		0.9440878629684448		0.0		0.0		0.12370924651622772		0.012500000186264515	0.0		0.0		0.12655159831047058		0.0		0.0		0.0		0.0		0.8313581347465515		0.0		0.0		0.16816258430480957		0.012500000186264515	0.0		0.0		0.23966357111930847		0.0		0.0		0.0		0.0		0.8487372398376465		0.0		0.0		0.8325681090354919		0.012500000186264515	0.0		0.0		0.22313237190246582		0.0		0.0																								
24	0.0	0.0	0.0	0.0	0.7380794286727905	0.7181990742683411	0.0	0.0	0.0	0.0	0.23205780982971191	1.228013038635254		0.23391282558441162	0.280040979385376	0.13244692981243134	0.16281841695308685	0.40118834376335144	0.3576112389564514	0.8035801649093628	0.7177726030349731	0.13687823712825775	0.1739550083875656	0.0	0.0	0.0	0.0	0.9445872902870178	0.9515249133110046	0.0	0.0	0.0	0.0	0.11550439894199371	-2.965766191482544		0.0	0.0	0.0	0.0	0.12632058560848236	0.048475075513124466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.831735372543335	0.8293883204460144	0.0	0.0	0.0	0.0	0.16356685757637024	1.45807683467865		0.0	0.0	0.0	0.0	0.239327535033226	0.1706116497516632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8477890491485596	0.8949507474899292	0.0	0.0	0.0	0.0	0.8287934064865112	1.052862286567688		0.0	0.0	0.0	0.0	0.2229882925748825	0.1050492525100708	0.0	0.0	0.0	0.0																							
25																								0.0		0.0		0.9439669847488403		0.0		0.0		0.11989939957857132		0.012500000186264515	0.0		0.0		0.12693075835704803		0.0		0.0		0.0		0.0		0.8310839533805847		0.0		0.0		0.15715649724006653		0.012500000186264515	0.0		0.0		0.23991304636001587		0.0		0.0		0.0		0.0		0.8479839563369751		0.0		0.0		0.8232103586196899		0.012500000186264515	0.0		0.0		0.22239576280117035		0.0		0.0																								
26																								0.0	0.0	0.0	0.0	0.9441264271736145	0.9524924755096436	0.0	0.0	0.0	0.0	0.12198692560195923	8.990964889526367		0.0	0.0	0.0	0.0	0.12693443894386292	0.04750753566622734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8299182653427124	0.8307062983512878	0.0	0.0	0.0	0.0	0.1504003256559372	8.364089012145996		0.0	0.0	0.0	0.0	0.24178895354270935	0.16929371654987335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8472378849983215	0.8958193063735962	0.0	0.0	0.0	0.0	0.8160638213157654	1.0508458614349365		0.0	0.0	0.0	0.0	0.22294747829437256	0.10418069362640381	0.0	0.0	0.0	0.0																							
27																								0.0		0.0		0.9444892406463623		0.0		0.0		0.09828457981348038		0.012500000186264515	0.0		0.0		0.12652713060379028		0.0		0.0		0.0		0.0		0.8302894830703735		0.0		0.0		0.14711034297943115		0.012500000186264515	0.0		0.0		0.24064341187477112		0.0		0.0		0.0		0.0		0.8480722308158875		0.0		0.0		0.8069300651550293		0.012500000186264515	0.0		0.0		0.22270502150058746		0.0		0.0																								
28																								0.0	0.0	0.0	0.0	0.9444717764854431	0.9515914916992188	0.0	0.0	0.0	0.0	0.08717478066682816	13.454198837280273		0.0	0.0	0.0	0.0	0.1269945651292801	0.048408519476652145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8310574889183044	0.8294909000396729	0.0	0.0	0.0	0.0	0.1439647227525711	2.2880964279174805		0.0	0.0	0.0	0.0	0.23980529606342316	0.17050911486148834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8487867712974548	0.8921636939048767	0.0	0.0	0.0	0.0	0.7966508865356445	1.0508220195770264		0.0	0.0	0.0	0.0	0.22217299044132233	0.1078362911939621	0.0	0.0	0.0	0.0																							
29																								0.0		0.0		0.9439035654067993		0.0		0.0		0.08542574197053909		0.012500000186264515	0.0		0.0		0.12672315537929535		0.0		0.0		0.0		0.0		0.829921305179596		0.0		0.0		0.13839051127433777		0.012500000186264515	0.0		0.0		0.24075663089752197		0.0		0.0		0.0		0.0		0.8489209413528442		0.0		0.0		0.7910678386688232		0.012500000186264515	0.0		0.0		0.22060932219028473		0.0		0.0																								
30																								0.0	0.0	0.0	0.0	0.9444251656532288	0.9528774619102478	0.0	0.0	0.0	0.0	0.07869747281074524	5.739628791809082		0.0	0.0	0.0	0.0	0.12679901719093323	0.04712254926562309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8310630321502686	0.8302149772644043	0.0	0.0	0.0	0.0	0.13620799779891968	1.7132129669189453		0.0	0.0	0.0	0.0	0.23980093002319336	0.1697850376367569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8487618565559387	0.8958507180213928	0.0	0.0	0.0	0.0	0.774970531463623	1.0518507957458496		0.0	0.0	0.0	0.0	0.22145423293113708	0.10414925962686539	0.0	0.0	0.0	0.0																							
31																								0.0		0.0		0.9443424344062805		0.0		0.0		0.07623149454593658		0.012500000186264515	0.0		0.0		0.12679976224899292		0.0		0.0		0.0		0.0		0.8296207785606384		0.0		0.0		0.1344425231218338		0.012500000186264515	0.0		0.0		0.24092507362365723		0.0		0.0		0.0		0.0		0.8482875227928162		0.0		0.0		0.7607771158218384		0.012500000186264515	0.0		0.0		0.2228776216506958		0.0		0.0																								
32																								0.0	0.0	0.0	0.0	0.9445213079452515	0.9502801895141602	0.0	0.0	0.0	0.0	0.07072360068559647	22.933507919311523		0.0	0.0	0.0	0.0	0.12581759691238403	0.04971978813409805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8313396573066711	0.8275729417800903	0.0	0.0	0.0	0.0	0.12734606862068176	2.1149826049804688		0.0	0.0	0.0	0.0	0.23879848420619965	0.17242707312107086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.848156750202179	0.8943353891372681	0.0	0.0	0.0	0.0	0.7499587535858154	1.0499318838119507		0.0	0.0	0.0	0.0	0.22304955124855042	0.10566463321447372	0.0	0.0	0.0	0.0																							
33																								0.0		0.0		0.9441008567810059		0.0		0.0		0.06602176278829575		0.012500000186264515	0.0		0.0		0.12661804258823395		0.0		0.0		0.0		0.0		0.8312605023384094		0.0		0.0		0.13241663575172424		0.012500000186264515	0.0		0.0		0.23949755728244781		0.0		0.0		0.0		0.0		0.8475451469421387		0.0		0.0		0.7383089661598206		0.012500000186264515	0.0		0.0		0.2240743190050125		0.0		0.0																								
34																								0.0	0.0	0.0	0.0	0.9439999461174011	0.9525275826454163	0.0	0.0	0.0	0.0	0.0637897476553917	-9.980489730834961		0.0	0.0	0.0	0.0	0.12689431011676788	0.04747239500284195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8329601287841797	0.8290767073631287	0.0	0.0	0.0	0.0	0.1212906762957573	1.2683173418045044		0.0	0.0	0.0	0.0	0.23781536519527435	0.17092326283454895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8484604358673096	0.8978292346000671	0.0	0.0	0.0	0.0	0.7300897240638733	1.0545061826705933		0.0	0.0	0.0	0.0	0.22253012657165527	0.10217074304819107	0.0	0.0	0.0	0.0																							
35																								0.0		0.0		0.9445037245750427		0.0		0.0		0.05910668522119522		0.012500000186264515	0.0		0.0		0.1258126050233841		0.0		0.0		0.0		0.0		0.8319190740585327		0.0		0.0		0.11641012877225876		0.012500000186264515	0.0		0.0		0.2383260279893875		0.0		0.0		0.0		0.0		0.8481638431549072		0.0		0.0		0.7182047963142395		0.012500000186264515	0.0		0.0		0.22327391803264618		0.0		0.0																								
36																								0.0	0.0	0.0	0.0	0.9444667100906372	0.9522794485092163	0.0	0.0	0.0	0.0	0.05461452901363373	1.497776985168457		0.0	0.0	0.0	0.0	0.12578414380550385	0.0477205291390419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8305673599243164	0.8276968598365784	0.0	0.0	0.0	0.0	0.11417169123888016	7.68673849105835		0.0	0.0	0.0	0.0	0.23988719284534454	0.17230315506458282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8480231761932373	0.8924354910850525	0.0	0.0	0.0	0.0	0.7102263569831848	1.053597092628479		0.0	0.0	0.0	0.0	0.22270821034908295	0.1075645312666893	0.0	0.0	0.0	0.0																							
37																								0.0		0.0		0.9444018006324768		0.0		0.0		0.0719621554017067		0.012500000186264515	0.0		0.0		0.12668640911579132		0.0		0.0		0.0		0.0		0.832827091217041		0.0		0.0		0.10882920771837234		0.012500000186264515	0.0		0.0		0.23830647766590118		0.0		0.0		0.0		0.0		0.8477605581283569		0.0		0.0		0.7020286321640015		0.012500000186264515	0.0		0.0		0.22342875599861145		0.0		0.0																								
38																								0.0	0.0	0.0	0.0	0.9444267749786377	0.9542041420936584	0.0	0.0	0.0	0.0	0.04822713881731033	3.006385087966919		0.0	0.0	0.0	0.0	0.12645454704761505	0.045795880258083344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8305802941322327	0.8291497230529785	0.0	0.0	0.0	0.0	0.10804469883441925	-9.512633323669434		0.0	0.0	0.0	0.0	0.240190789103508	0.17085027694702148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.848546028137207	0.8929566144943237	0.0	0.0	0.0	0.0	0.6903864145278931	1.0376265048980713		0.0	0.0	0.0	0.0	0.22293971478939056	0.10704340040683746	0.0	0.0	0.0	0.0																							
39																								0.0		0.0		0.9441782832145691		0.0		0.0		0.044028062373399734		0.012500000186264515	0.0		0.0		0.12608225643634796		0.0		0.0		0.0		0.0		0.8348331451416016		0.0		0.0		0.10453736782073975		0.012500000186264515	0.0		0.0		0.23664984107017517		0.0		0.0		0.0		0.0		0.8479359149932861		0.0		0.0		0.6865363717079163		0.012500000186264515	0.0		0.0		0.2225331962108612		0.0		0.0																								
40																								0.0	0.0	0.0	0.0	0.9445836544036865	0.9523242115974426	0.0	0.0	0.0	0.0	0.040698930621147156	2.4398977756500244		0.0	0.0	0.0	0.0	0.126065194606781	0.04767579957842827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8301498293876648	0.8310341835021973	0.0	0.0	0.0	0.0	0.10035901516675949	2.813234329223633		0.0	0.0	0.0	0.0	0.2405911535024643	0.16896578669548035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8475984334945679	0.8952861428260803	0.0	0.0	0.0	0.0	0.6813957691192627	1.0551505088806152		0.0	0.0	0.0	0.0	0.22318035364151	0.10471385717391968	0.0	0.0	0.0	0.0																							
