step	Buildings_Loss_train	Buildings_Loss_val	Buildings_Lr_0_train	Buildings_F1_Score_train	Buildings_F1_Score_val	Buildings_Mean_IoU_train	Buildings_Mean_IoU_val	Buildings_Pixel_Accuracy_train	Buildings_Pixel_Accuracy_val	Buildings_Precision_train	Buildings_Precision_val	Buildings_Recall_train	Buildings_Recall_val	Buildings_Negative_F1_Score_train	Buildings_Negative_F1_Score_val	Buildings_Negative_Mean_IoU_train	Buildings_Negative_Mean_IoU_val	Buildings_Negative_Pixel_Accuracy_train	Buildings_Negative_Pixel_Accuracy_val	Buildings_Negative_Precision_train	Buildings_Negative_Precision_val	Buildings_Negative_Recall_train	Buildings_Negative_Recall_val	Road_Loss_train	Road_Loss_val	Road_Lr_0_train	Road_F1_Score_train	Road_F1_Score_val	Road_Mean_IoU_train	Road_Mean_IoU_val	Road_Pixel_Accuracy_train	Road_Pixel_Accuracy_val	Road_Precision_train	Road_Precision_val	Road_Recall_train	Road_Recall_val	Road_Negative_F1_Score_train	Road_Negative_F1_Score_val	Road_Negative_Mean_IoU_train	Road_Negative_Mean_IoU_val	Road_Negative_Pixel_Accuracy_train	Road_Negative_Pixel_Accuracy_val	Road_Negative_Precision_train	Road_Negative_Precision_val	Road_Negative_Recall_train	Road_Negative_Recall_val	Track_Loss_train	Track_Loss_val	Track_Lr_0_train	Track_F1_Score_train	Track_F1_Score_val	Track_Mean_IoU_train	Track_Mean_IoU_val	Track_Pixel_Accuracy_train	Track_Pixel_Accuracy_val	Track_Precision_train	Track_Precision_val	Track_Recall_train	Track_Recall_val	Track_Negative_F1_Score_train	Track_Negative_F1_Score_val	Track_Negative_Mean_IoU_train	Track_Negative_Mean_IoU_val	Track_Negative_Pixel_Accuracy_train	Track_Negative_Pixel_Accuracy_val	Track_Negative_Precision_train	Track_Negative_Precision_val	Track_Negative_Recall_train	Track_Negative_Recall_val	Trees_Loss_train	Trees_Loss_val	Trees_Lr_0_train	Trees_F1_Score_train	Trees_F1_Score_val	Trees_Mean_IoU_train	Trees_Mean_IoU_val	Trees_Pixel_Accuracy_train	Trees_Pixel_Accuracy_val	Trees_Precision_train	Trees_Precision_val	Trees_Recall_train	Trees_Recall_val	Trees_Negative_F1_Score_train	Trees_Negative_F1_Score_val	Trees_Negative_Mean_IoU_train	Trees_Negative_Mean_IoU_val	Trees_Negative_Pixel_Accuracy_train	Trees_Negative_Pixel_Accuracy_val	Trees_Negative_Precision_train	Trees_Negative_Precision_val	Trees_Negative_Recall_train	Trees_Negative_Recall_val	Crops_Loss_train	Crops_Loss_val	Crops_Lr_0_train	Crops_F1_Score_train	Crops_F1_Score_val	Crops_Mean_IoU_train	Crops_Mean_IoU_val	Crops_Pixel_Accuracy_train	Crops_Pixel_Accuracy_val	Crops_Precision_train	Crops_Precision_val	Crops_Recall_train	Crops_Recall_val	Crops_Negative_F1_Score_train	Crops_Negative_F1_Score_val	Crops_Negative_Mean_IoU_train	Crops_Negative_Mean_IoU_val	Crops_Negative_Pixel_Accuracy_train	Crops_Negative_Pixel_Accuracy_val	Crops_Negative_Precision_train	Crops_Negative_Precision_val	Crops_Negative_Recall_train	Crops_Negative_Recall_val	Waterway_Loss_train	Waterway_Loss_val	Waterway_Lr_0_train	Waterway_F1_Score_train	Waterway_F1_Score_val	Waterway_Mean_IoU_train	Waterway_Mean_IoU_val	Waterway_Pixel_Accuracy_train	Waterway_Pixel_Accuracy_val	Waterway_Precision_train	Waterway_Precision_val	Waterway_Recall_train	Waterway_Recall_val	Waterway_Negative_F1_Score_train	Waterway_Negative_F1_Score_val	Waterway_Negative_Mean_IoU_train	Waterway_Negative_Mean_IoU_val	Waterway_Negative_Pixel_Accuracy_train	Waterway_Negative_Pixel_Accuracy_val	Waterway_Negative_Precision_train	Waterway_Negative_Precision_val	Waterway_Negative_Recall_train	Waterway_Negative_Recall_val
0	0.36991286277770996		0.10000000149011612	0.0013734661042690277		0.0006872049998492002		0.7379633188247681		0.27009135484695435		0.0006884835893288255		0.013410348445177078		0.006750436965376139		0.33369332551956177		0.6473003625869751		0.006775357760488987		0.3021061420440674		0.10000000149011612	0.011771288700401783		0.005920490249991417		0.8253729343414307		0.1409241110086441		0.006142169702798128		0.005006465129554272		0.0025095143355429173		0.24125038087368011		0.7089852690696716		0.0025121020153164864		0.3089940547943115		0.10000000149011612	0.0026380273047834635		0.0013207558076828718		0.8459611535072327		0.10915129631757736		0.0013351480010896921		0.012229724787175655		0.0061524841003119946		0.2265913486480713		0.7448342442512512		0.006165478844195604		0.7217277884483337		0.10000000149011612	0.010023539885878563		0.005037014372646809		0.49941542744636536		0.46570274233818054		0.005066292360424995		0.013354405760765076		0.0067220875062048435		0.5701192617416382		0.41663363575935364		0.006785958539694548		0.4930305480957031		0.10000000149011612	0.013616281561553478		0.006854809354990721		0.5539661645889282		0.38246142864227295		0.006931527983397245		0.0027842700947076082		0.0013940756907686591		0.5139544010162354		0.39491331577301025		0.0013970598811283708		0.46240898966789246		0.10000000149011612	0.0016123586101457477		0.0008068297756835818		0.8108071684837341		0.1501634567975998		0.0008105307933874428		0.4497922658920288		0.2901496887207031		0.4311888813972473		0.7934330105781555		0.313858300447464	
1	-0.3764245808124542	3.957430601119995		0.0	0.0015952959656715393	0.0	0.0007982847164385021	0.7429890036582947	0.7202860713005066	0.0	0.3921675384044647	0.0	0.0007992736645974219	0.5870131254196167	0.8374857306480408	0.4154413342475891	0.7204089760780334	0.5095396637916565	0.7204089760780334	0.6759579181671143	0.7204089760780334	0.5187537670135498	1.0	0.3744843602180481	4.015783309936523		0.12540695071220398	0.28010261058807373	0.06689821928739548	0.16286006569862366	0.7712154984474182	0.3323565721511841	0.1732773780822754	0.1719505935907364	0.09826091676950455	0.7549353241920471	0.6903356909751892	0.9058789610862732	0.527108907699585	0.8279513120651245	0.5741671323776245	0.8279513120651245	0.7733787894248962	0.8279513120651245	0.623397171497345	1.0	-1.3150298595428467	-130.12139892578125		0.0	0.0	0.0	0.0	0.847834587097168	0.898496687412262	0.0	0.0	0.0	0.0	0.834168553352356	0.9464644193649292	0.7155138850212097	0.8983697295188904	0.7321910858154297	0.8983704447746277	0.8032612204551697	0.8984897136688232	0.8675495386123657	0.9998513460159302	0.24075624346733093	1.0039745569229126		0.0	0.0	0.0	0.0	0.5008156895637512	0.7875542640686035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5699687600135803	0.21244573593139648	0.0	0.0	0.0	0.0	0.09177887439727783	-3.8015339374542236		0.0	0.0	0.0	0.0	0.5607032775878906	0.5152682662010193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5105186104774475	0.4847317636013031	0.0	0.0	0.0	0.0	0.7790424227714539	0.918861448764801		0.22912320494651794	0.5765071511268616	0.12938405573368073	0.40499475598335266	0.6447896361351013	0.4330430030822754	0.19745351374149323	0.45925331115722656	0.27289262413978577	0.7741614580154419	0.8538568615913391	0.6680169701576233	0.7449827194213867	0.5015206336975098	0.7528315186500549	0.5015206336975098	0.7557622790336609	0.5015206336975098	0.9812140464782715	1.0
2	0.15670554339885712		0.09875000268220901	0.03524366766214371		0.017937934026122093		0.6948939561843872		0.10061873495578766		0.021363288164138794		0.8018547892570496		0.6692467331886292		0.6692467331886292		0.6692467331886292		1.0		0.6631177067756653		0.09875000268220901	0.2883874475955963		0.1684887409210205		0.1688022017478943		0.168491393327713		0.9999061822891235		0.8635818362236023		0.7599155306816101		0.7599155306816101		0.7599155306816101		1.0		-0.0846179723739624		0.09875000268220901	0.012846981175243855		0.006465018726885319		0.8122125864028931		0.03212703764438629		0.00802876427769661		0.7160206437110901		0.5576574802398682		0.58460533618927		0.7645986080169678		0.6732466220855713		0.057236697524785995		0.09875000268220901	0.0		0.0		0.501321017742157		0.0		0.0		0.0		0.0		0.5702659487724304		0.0		0.0		0.0989704430103302		0.09875000268220901	0.0		0.0		0.5591464638710022		0.0		0.0		0.0		0.0		0.5114401578903198		0.0		0.0		0.63725745677948		0.09875000268220901	0.4100976288318634		0.2579388916492462		0.4872003197669983		0.26331740617752075		0.9266213774681091		0.8480914831161499		0.7362489700317383		0.7362489700317383		0.7362489700317383		1.0	
3	0.08888772875070572	0.5072616934776306		0.012236196547746658	0.0	0.006155759561806917	0.0	0.686859667301178	0.7221201658248901	0.03493031859397888	0.0	0.007417238783091307	0.0	0.8005202412605286	0.8386408686637878	0.6673895120620728	0.7221201658248901	0.6673895120620728	0.7221201658248901	0.6673895120620728	0.7221201658248901	1.0	1.0	0.2455097734928131	0.7083649039268494		0.2856476902961731	0.29325711727142334	0.1666213423013687	0.1718226820230484	0.1666213423013687	0.1718226820230484	0.1666213423013687	0.1718226820230484	1.0	1.0	0.8653683662414551	0.9060142040252686	0.7626866102218628	0.8281773328781128	0.7626866102218628	0.8281773328781128	0.7626866102218628	0.8281773328781128	1.0	1.0	0.002611363772302866	1.20695161819458		0.04900478571653366	0.00046645384281873703	0.025117840617895126	0.00023328133102040738	0.7789121270179749	0.8960846662521362	0.07102926075458527	0.06112329661846161	0.037406060844659805	0.00023412024893332273	0.1566258668899536	0.1832636445760727	0.08496694266796112	0.10087519884109497	0.23865793645381927	0.1860276758670807	0.5628109574317932	0.9115497469902039	0.0909712165594101	0.10187234729528427	0.018408391624689102	1.0636190176010132		0.0	0.0	0.0	0.0	0.4995250105857849	0.7906374335289001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5710203647613525	0.20936255156993866	0.0	0.0	0.0	0.0	0.010366256348788738	0.9542060494422913		0.2530171871185303	0.4927564859390259	0.14483095705509186	0.3269256055355072	0.5434836149215698	0.5043266415596008	0.4707700312137604	0.5118834376335144	0.17299774289131165	0.47500741481781006	0.08703679591417313	0.47079405188560486	0.04549841582775116	0.3078683316707611	0.5164085626602173	0.49230316281318665	0.47873812913894653	0.4843967854976654	0.04786987975239754	0.4579344391822815	0.28191226720809937	0.9861891865730286		0.598709762096405	0.6712741851806641	0.4272560775279999	0.5052013993263245	0.7922379970550537	0.5052013993263245	0.47893819212913513	0.5052013993263245	0.7983619570732117	1.0	0.8475801944732666	0.66202712059021	0.7354786992073059	0.49479857087135315	0.7354786992073059	0.49479857087135315	0.7354786992073059	0.49479857087135315	1.0	1.0
4	-0.22805286943912506		0.05000000074505806	0.022972429171204567		0.011619680561125278		0.7143720984458923		0.1030752956867218		0.012926704250276089		0.3951898515224457		0.2462533414363861		0.43034034967422485		0.6856452226638794		0.2775943875312805		0.1899573802947998		0.05000000074505806	0.28481537103652954		0.16605521738529205		0.16605521738529205		0.16605521738529205		1.0		0.8654866814613342		0.7628704309463501		0.7628704309463501		0.7628704309463501		1.0		-0.09137224406003952		0.05000000074505806	0.0070776850916445255		0.0035514102783054113		0.8451220393180847		0.11019705981016159		0.003656258573755622		0.5878674983978271		0.41629770398139954		0.507206380367279		0.8413955569267273		0.4517475962638855		-0.02121204510331154		0.05000000074505806	0.23924756050109863		0.13587802648544312		0.5053399205207825		0.5171104669570923		0.1556246131658554		0.0		0.0		0.5709002614021301		0.0		0.0		-0.061035651713609695		0.05000000074505806	0.48484867811203003		0.32000017166137695		0.5210588574409485		0.46019288897514343		0.5122959613800049		0.41895660758018494		0.26498740911483765		0.5198197960853577		0.5123850107192993		0.3543452024459839		0.23071834444999695		0.05000000074505806	0.624396026134491		0.453906774520874		0.8247672915458679		0.5269849896430969		0.7659852504730225		0.8500186800956726		0.7391587495803833		0.7391587495803833		0.7391587495803833		0.9999999403953552	
5	-4.21873140335083	1.7286044359207153		0.17488263547420502	0.43561825156211853	0.09581993520259857	0.2784603238105774	0.6504546999931335	0.27860143780708313	0.22421050071716309	0.27847689390182495	0.14334559440612793	0.9997863173484802	0.7297256588935852	0.8382458686828613	0.5744630098342896	0.7215346693992615	0.6206287145614624	0.7215346693992615	0.6995705962181091	0.7215346693992615	0.7625975012779236	1.0	0.17194660007953644	0.46432891488075256		0.28739938139915466	0.29341182112693787	0.16781459748744965	0.17192889750003815	0.16781459748744965	0.17192889750003815	0.16781459748744965	0.17192889750003815	1.0	1.0	0.8642839789390564	0.905950665473938	0.7610035538673401	0.828071117401123	0.7610035538673401	0.828071117401123	0.7610035538673401	0.828071117401123	1.0	1.0	-1.6306341886520386	6.066188812255859		0.14552152156829834	0.22089897096157074	0.07847031950950623	0.12416325509548187	0.7610028982162476	0.49242234230041504	0.15922856330871582	0.13163062930107117	0.13398733735084534	0.6863905191421509	0.5822429060935974	0.6716044545173645	0.4106788635253906	0.5055756568908691	0.4953044652938843	0.521192193031311	0.8150029182434082	0.8698626756668091	0.45289790630340576	0.5469452142715454	-0.041905298829078674	1.0200998783111572		0.5213955640792847	0.0	0.3526268005371094	0.0	0.5144042372703552	0.7927432060241699	0.514593243598938	0.0	0.5283800959587097	0.0	0.0	0.0	0.0	0.0	0.571876049041748	0.20725677907466888	0.0	0.0	0.0	0.0	0.7069907784461975	0.7259963154792786		0.5084903240203857	0.0	0.3409232795238495	0.0	0.49853286147117615	0.5038663148880005	0.4436491131782532	0.0	0.5955295562744141	0.0	0.565366804599762	0.0	0.3940845727920532	0.0	0.5246705412864685	0.4961337149143219	0.5154158473014832	0.0	0.626038670539856	0.0	0.1536831259727478	0.46307122707366943		0.6431200504302979	0.12628111243247986	0.4739697277545929	0.06739597767591476	0.8491804599761963	0.47953522205352783	0.5891376733779907	0.4691946506500244	0.7079930901527405	0.07295878231525421	0.7636163830757141	0.5586156845092773	0.6176209449768066	0.3875550329685211	0.621353805065155	0.5026453733444214	0.7077012062072754	0.48997363448143005	0.8291252255439758	0.649623692035675
6	0.9053605198860168		0.02500000037252903	0.38022252917289734		0.23473751544952393		0.3530521094799042		0.25245484709739685		0.7698388695716858		0.8043263554573059		0.6726972460746765		0.6726972460746765		0.6726972460746765		1.0		0.11225432902574539		0.02500000037252903	0.2911984920501709		0.17041094601154327		0.17041094601154327		0.17041094601154327		1.0		0.8629199862480164		0.7588911652565002		0.7588911652565002		0.7588911652565002		1.0		0.13461996614933014		0.02500000037252903	0.09392958879470825		0.04927918314933777		0.7519067525863647		0.10569029301404953		0.08452414721250534		0.2836293578147888		0.16524948179721832		0.29579097032546997		0.6798067092895508		0.1791970133781433		0.3167802095413208		0.02500000037252903	0.0		0.0		0.5000947117805481		0.0		0.0		0.0		0.0		0.5704746246337891		0.0		0.0		0.7271010279655457		0.02500000037252903	0.0		0.0		0.5522493720054626		0.0		0.0		0.0		0.0		0.5184569358825684		0.0		0.0		0.07873409241437912		0.02500000037252903	0.6671398282051086		0.5005324482917786		0.8636830449104309		0.6297408938407898		0.7092612385749817		0.5679541230201721		0.3966033160686493		0.4127964675426483		0.6202481389045715		0.5237924456596375	
7	0.7198253273963928	1.6156398057937622		0.4035426378250122	0.4260244071483612	0.25277382135391235	0.2706677317619324	0.290874719619751	0.30386602878570557	0.2579188942909241	0.2756959795951843	0.9268544316291809	0.9368711709976196	0.8036056160926819	0.8400717377662659	0.6716895699501038	0.7242445945739746	0.6716895699501038	0.7242445945739746	0.6716895699501038	0.7242445945739746	1.0	1.0	0.09085946530103683	0.3012610375881195		0.2918819785118103	0.2878962457180023	0.1708792746067047	0.16815350949764252	0.1708792746067047	0.16815350949764252	0.1708792746067047	0.16815350949764252	1.0	1.0	0.8423193097114563	0.0	0.7275920510292053	0.0	0.7301615476608276	0.16815350949764252	0.7560520768165588	0.0	0.9508086442947388	0.0	-0.10540445148944855	0.12723830342292786		0.07675751298666	0.0	0.03991047292947769	0.0	0.8095646500587463	0.8925091028213501	0.14609576761722565	0.0	0.0520528182387352	0.0	0.4052164852619171	0.4295177161693573	0.25408869981765747	0.273494154214859	0.37913888692855835	0.3368416428565979	0.7939946055412292	0.9248368740081787	0.2720215916633606	0.27971139550209045	0.2523340582847595	2.4228148460388184		0.0	0.0	0.0	0.0	0.4993363320827484	0.7890439033508301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5719588398933411	0.21095609664916992	0.0	0.0	0.0	0.0	0.6960946321487427	0.8048430681228638		0.0	0.0	0.0	0.0	0.5709565281867981	0.5181644558906555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49922430515289307	0.4818355143070221	0.0	0.0	0.0	0.0	-0.025690477341413498	0.518837034702301		0.6555747389793396	0.6555820107460022	0.48762449622154236	0.4876326024532318	0.861578106880188	0.49219000339508057	0.6234738826751709	0.49548467993736267	0.6911605596542358	0.9685245156288147	0.5599029064178467	0.6676144599914551	0.38879525661468506	0.501067042350769	0.4067305028438568	0.5011380314826965	0.6189778447151184	0.5010684132575989	0.5111217498779297	0.9999944567680359
8	0.6346437335014343		0.024687500670552254	0.40195223689079285		0.2515270411968231		0.31169769167900085		0.25971680879592896		0.8885982036590576		0.801500678062439		0.6687535643577576		0.6687535643577576		0.6687535643577576		1.0		0.07099923491477966		0.024687500670552254	0.2896469831466675		0.16934923827648163		0.16934923827648163		0.16934923827648163		1.0		0.026181140914559364		0.013264207169413567		0.19140762090682983		0.1541193276643753		0.014305663295090199		-0.8685499429702759		0.024687500670552254	0.02317199856042862		0.011721808463335037		0.8397700786590576		0.15391427278518677		0.012529139406979084		0.5396806597709656		0.36956343054771423		0.46741485595703125		0.8240331411361694		0.4012274444103241		0.058854054659605026		0.024687500670552254	0.49996134638786316		0.3332989811897278		0.5324318408966064		0.5392004251480103		0.46604591608047485		0.0		0.0		0.5720290541648865		0.0		0.0		0.6746532320976257		0.024687500670552254	0.0		0.0		0.564711332321167		0.0		0.0		0.0		0.0		0.5066949129104614		0.0		0.0		-0.44259583950042725		0.024687500670552254	0.40526270866394043		0.25412505865097046		0.8052850961685181		0.49345970153808594		0.3438124656677246		0.565056324005127		0.39378291368484497		0.425109326839447		0.638056218624115		0.507045328617096	
9	0.5518253445625305	1.6750524044036865		0.36451417207717896	0.28087398409843445	0.22287821769714355	0.16338184475898743	0.44187378883361816	0.5986638069152832	0.25849097967147827	0.2726733386516571	0.6179903149604797	0.2895832061767578	0.802500307559967	0.8434946537017822	0.6701465249061584	0.729347825050354	0.6701465249061584	0.729347825050354	0.6701465845108032	0.729347825050354	0.9999998807907104	1.0	0.0447905994951725	0.1495487093925476		0.28975576162338257	0.2977086007595062	0.16942360997200012	0.17488698661327362	0.16942360997200012	0.17488698661327362	0.16942360997200012	0.17488698661327362	1.0	1.0	0.004737981595098972	0.0	0.0023746162187308073	0.0	0.18483687937259674	0.17488698661327362	0.032616809010505676	0.0	0.002554528648033738	0.0	-1.1665441989898682	-0.20619633793830872		0.012266695499420166	6.892170495120808e-05	0.006171198096126318	3.4462038456695154e-05	0.8427745699882507	0.8958832621574402	0.12830288708209991	0.04329689219594002	0.006441263947635889	3.448830102570355e-05	0.5580260157585144	0.5228386521339417	0.386987566947937	0.3539482653141022	0.47835445404052734	0.40633267164230347	0.8178578615188599	0.9340702295303345	0.42348548769950867	0.3630174696445465	-0.014321282505989075	-0.0027181743644177914		0.6729370951652527	0.3075259029865265	0.5070875883102417	0.18170197308063507	0.556347668170929	0.23226046562194824	0.5333591103553772	0.18995152413845062	0.9114634990692139	0.8070917725563049	0.0	0.0	0.0	0.0	0.5719723701477051	0.21122199296951294	0.0	0.0	0.0	0.0	0.6148815155029297	1.0331001281738281		0.0	0.0	0.0	0.0	0.5590768456459045	0.5144460201263428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5122361183166504	0.48555395007133484	0.0	0.0	0.0	0.0	1.1610467433929443	0.8270493745803833		0.2289196103811264	0.49786221981048584	0.12925422191619873	0.33143576979637146	0.607315719127655	0.5016506910324097	0.18177561461925507	0.5019321441650391	0.30908045172691345	0.493857741355896	0.5741453766822815	0.5066863894462585	0.4026675224304199	0.3393034040927887	0.48324447870254517	0.5023148059844971	0.7353346347808838	0.5020265579223633	0.4709177017211914	0.5114335417747498
